Order_ID,Customer_ID,Country,Product_Type,Leather_Type,Order_Date,Delivery_Date,Quantity_SqFt,Price_per_SqFt,Total_Value,Currency,Order_Status,Factory_ID
ORD00711,CUST0189,Spain,Wet Blue Leather,Cow,2025-09-09,2025-10-02,5580,255,1422900,EUR,Shipped,Vaniyambadi Unit
ORD00712,CUST0126,France,Leather Panels,Sheep,2025-05-02,2025-06-03,7798,179,1395842,USD,Pending,Ranipet Unit
ORD00713,CUST0158,Japan,Finished Leather,Cow,2025-10-07,2025-11-18,3553,191,678623,EUR,Pending,Vaniyambadi Unit
ORD00714,CUST0166,USA,Leather Panels,Cow,2025-06-23,2025-08-17,3040,206,626240,EUR,Pending,Chennai Finishing
ORD00715,CUST0021,UK,Wet Blue Leather,Buffalo,2024-06-01,2024-06-24,8325,156,1298700,EUR,Pending,Ambur Unit
ORD00716,CUST0142,South Korea,Leather Panels,Sheep,2025-06-09,2025-06-30,1753,91,159523,EUR,Completed,Chennai Finishing
ORD00717,CUST0170,South Korea,Wet Blue Leather,Cow,2024-09-16,2024-10-23,9813,288,2826144,USD,Completed,Chennai Finishing
ORD00718,CUST0046,Vietnam,Finished Leather,Sheep,2025-02-06,2025-02-23,3485,295,1028075,EUR,Pending,Chennai Finishing
ORD00719,CUST0194,UK,Crust Leather,Buffalo,2024-09-28,2024-11-03,7871,239,1881169,USD,Completed,Ranipet Unit
ORD00720,CUST0224,Japan,Finished Leather,Sheep,2025-07-01,2025-07-17,2242,191,428222,USD,Completed,Vaniyambadi Unit
ORD00721,CUST0168,Italy,Leather Panels,Sheep,2025-02-18,2025-04-16,8317,197,1638449,EUR,Shipped,Ranipet Unit
ORD00722,CUST0177,South Korea,Crust Leather,Buffalo,2024-11-05,2024-11-25,6971,285,1986735,USD,Completed,Ambur Unit
ORD00723,CUST0209,China,Crust Leather,Sheep,2024-07-11,2024-07-27,760,258,196080,USD,Shipped,Vaniyambadi Unit
ORD00724,CUST0112,Japan,Leather Sheets,Buffalo,2024-03-29,2024-05-02,9324,128,1193472,EUR,Pending,Ambur Unit
ORD00725,CUST0030,UK,Leather Sheets,Cow,2025-03-31,2025-05-16,3221,119,383299,EUR,Shipped,Vaniyambadi Unit
ORD00726,CUST0052,South Korea,Wet Blue Leather,Cow,2025-02-05,2025-02-23,5330,225,1199250,USD,Shipped,Chennai Finishing
ORD00727,CUST0107,Germany,Leather Panels,Goat,2025-08-15,2025-10-07,8621,268,2310428,USD,Pending,Chennai Finishing
ORD00728,CUST0125,Japan,Leather Sheets,Buffalo,2025-09-18,2025-11-15,8910,231,2058210,USD,Shipped,Ambur Unit
ORD00729,CUST0109,Italy,Wet Blue Leather,Sheep,2025-07-20,2025-08-08,9943,160,1590880,EUR,Completed,Chennai Finishing
ORD00730,CUST0160,France,Crust Leather,Goat,2025-03-22,2025-04-07,6181,194,1199114,USD,Pending,Ranipet Unit
ORD00731,CUST0113,Spain,Wet Blue Leather,Sheep,2024-08-12,2024-10-03,4302,209,899118,USD,Pending,Chennai Finishing
ORD00732,CUST0246,Vietnam,Wet Blue Leather,Sheep,2025-11-20,2026-01-15,7329,293,2147397,USD,Shipped,Vaniyambadi Unit
ORD00733,CUST0073,Japan,Crust Leather,Buffalo,2025-05-09,2025-06-01,1912,250,478000,USD,Shipped,Chennai Finishing
ORD00734,CUST0026,UK,Crust Leather,Cow,2024-11-06,2024-12-06,7315,206,1506890,USD,Pending,Ranipet Unit
ORD00735,CUST0092,South Korea,Finished Leather,Goat,2025-05-30,2025-06-16,3098,124,384152,EUR,Completed,Vaniyambadi Unit
ORD00736,CUST0031,France,Wet Blue Leather,Goat,2025-05-13,2025-06-13,9707,137,1329859,USD,Shipped,Ranipet Unit
ORD00737,CUST0230,Germany,Finished Leather,Cow,2025-06-11,2025-08-03,2976,298,886848,EUR,Pending,Ambur Unit
ORD00738,CUST0250,Germany,Finished Leather,Cow,2025-09-17,2025-11-10,2234,280,625520,USD,Completed,Ambur Unit
ORD00739,CUST0223,USA,Leather Sheets,Sheep,2024-06-09,2024-07-12,3865,172,664780,USD,Completed,Ranipet Unit
ORD00740,CUST0086,China,Leather Sheets,Cow,2024-07-25,2024-09-06,2757,111,306027,USD,Pending,Ranipet Unit
ORD00741,CUST0074,Spain,Wet Blue Leather,Sheep,2024-03-28,2024-04-29,8774,123,1079202,EUR,Shipped,Vaniyambadi Unit
ORD00742,CUST0039,Vietnam,Leather Sheets,Sheep,2024-08-21,2024-09-13,9177,187,1716099,EUR,Pending,Ranipet Unit
ORD00743,CUST0242,Germany,Leather Panels,Cow,2024-05-29,2024-06-13,987,193,190491,USD,Pending,Ranipet Unit
ORD00744,CUST0103,USA,Finished Leather,Buffalo,2024-03-03,2024-04-12,3192,191,609672,USD,Shipped,Ranipet Unit
ORD00745,CUST0108,Italy,Wet Blue Leather,Goat,2025-07-20,2025-08-23,7086,254,1799844,USD,Pending,Vaniyambadi Unit
ORD00746,CUST0180,South Korea,Leather Panels,Sheep,2025-10-21,2025-11-18,7118,194,1380892,EUR,Shipped,Chennai Finishing
ORD00747,CUST0199,France,Leather Panels,Goat,2024-03-27,2024-04-13,3732,157,585924,EUR,Shipped,Vaniyambadi Unit
ORD00748,CUST0134,Japan,Leather Panels,Goat,2024-08-06,2024-08-26,9360,152,1422720,EUR,Shipped,Vaniyambadi Unit
ORD00749,CUST0006,Spain,Wet Blue Leather,Buffalo,2025-07-06,2025-08-27,956,283,270548,EUR,Shipped,Chennai Finishing
ORD00750,CUST0130,Spain,Wet Blue Leather,Goat,2024-03-02,2024-04-09,2309,267,616503,USD,Completed,Ambur Unit
ORD00751,CUST0115,Japan,Wet Blue Leather,Buffalo,2024-01-06,2024-02-19,5381,226,1216106,USD,Pending,Ranipet Unit
ORD00752,CUST0073,Japan,Leather Sheets,Buffalo,2024-05-23,2024-07-22,9884,252,2490768,USD,Pending,Vaniyambadi Unit
ORD00753,CUST0211,USA,Leather Sheets,Sheep,2024-04-10,2024-05-04,6419,196,1258124,USD,Completed,Ambur Unit
ORD00754,CUST0109,Italy,Finished Leather,Goat,2024-08-07,2024-09-19,2630,201,528630,EUR,Shipped,Chennai Finishing
ORD00755,CUST0224,Japan,Leather Sheets,Sheep,2025-05-25,2025-07-19,4820,229,1103780,EUR,Shipped,Chennai Finishing
ORD00756,CUST0211,USA,Leather Sheets,Sheep,2025-06-01,2025-06-24,3168,116,367488,USD,Shipped,Ambur Unit
ORD00757,CUST0178,Spain,Crust Leather,Goat,2025-04-29,2025-05-16,3983,196,780668,USD,Shipped,Chennai Finishing
ORD00758,CUST0029,Spain,Finished Leather,Buffalo,2025-08-08,2025-09-10,2480,174,431520,USD,Pending,Ranipet Unit
ORD00759,CUST0096,Japan,Crust Leather,Buffalo,2025-05-12,2025-05-28,5468,155,847540,EUR,Completed,Ranipet Unit
ORD00760,CUST0228,Germany,Finished Leather,Cow,2024-07-06,2024-08-21,5144,135,694440,EUR,Completed,Ambur Unit
ORD00761,CUST0107,Germany,Leather Sheets,Goat,2024-11-13,2025-01-03,8383,226,1894558,EUR,Pending,Vaniyambadi Unit
ORD00762,CUST0196,France,Leather Sheets,Sheep,2025-10-13,2025-11-26,2769,209,578721,USD,Shipped,Ranipet Unit
ORD00763,CUST0023,China,Wet Blue Leather,Cow,2024-08-26,2024-10-05,7211,179,1290769,EUR,Shipped,Ranipet Unit
ORD00764,CUST0166,USA,Wet Blue Leather,Cow,2024-01-26,2024-03-17,1950,122,237900,USD,Completed,Ambur Unit
ORD00765,CUST0246,Vietnam,Leather Panels,Cow,2024-07-12,2024-08-26,9842,213,2096346,USD,Shipped,Vaniyambadi Unit
ORD00766,CUST0247,Japan,Leather Panels,Sheep,2024-07-29,2024-08-28,810,150,121500,USD,Shipped,Ranipet Unit
ORD00767,CUST0103,USA,Leather Sheets,Buffalo,2024-01-24,2024-02-29,1237,205,253585,EUR,Completed,Ranipet Unit
ORD00768,CUST0098,Germany,Leather Panels,Buffalo,2024-04-27,2024-05-18,4713,103,485439,EUR,Completed,Vaniyambadi Unit
ORD00769,CUST0066,USA,Crust Leather,Cow,2024-11-10,2024-12-21,1968,119,234192,EUR,Completed,Ambur Unit
ORD00770,CUST0183,USA,Wet Blue Leather,Buffalo,2025-02-03,2025-02-24,1458,156,227448,EUR,Pending,Ranipet Unit
ORD00771,CUST0097,South Korea,Leather Panels,Buffalo,2024-07-26,2024-08-25,2481,93,230733,EUR,Shipped,Chennai Finishing
ORD00772,CUST0244,Japan,Leather Sheets,Sheep,2024-03-03,2024-04-07,2385,148,352980,USD,Pending,Ambur Unit
ORD00773,CUST0105,USA,Leather Panels,Cow,2024-10-02,2024-11-21,4329,84,363636,USD,Shipped,Vaniyambadi Unit
ORD00774,CUST0078,UK,Leather Panels,Buffalo,2025-04-01,2025-04-21,9810,184,1805040,USD,Pending,Vaniyambadi Unit
ORD00775,CUST0201,France,Leather Sheets,Cow,2025-03-09,2025-04-28,4516,217,979972,USD,Pending,Ranipet Unit
ORD00776,CUST0168,Italy,Wet Blue Leather,Goat,2024-03-02,2024-04-16,3242,80,259360,EUR,Pending,Vaniyambadi Unit
ORD00777,CUST0150,Italy,Leather Panels,Cow,2024-02-16,2024-03-12,8861,152,1346872,EUR,Completed,Chennai Finishing
ORD00778,CUST0179,France,Wet Blue Leather,Sheep,2024-05-23,2024-07-12,2514,292,734088,USD,Shipped,Ranipet Unit
ORD00779,CUST0227,UK,Leather Sheets,Goat,2024-09-24,2024-11-23,6113,242,1479346,USD,Shipped,Ranipet Unit
ORD00780,CUST0088,USA,Finished Leather,Buffalo,2025-09-05,2025-10-11,3950,197,778150,USD,Shipped,Chennai Finishing
ORD00781,CUST0002,Germany,Leather Panels,Sheep,2024-06-26,2024-08-06,656,252,165312,EUR,Shipped,Ambur Unit
ORD00782,CUST0202,USA,Leather Sheets,Cow,2024-02-01,2024-03-29,1770,217,384090,EUR,Pending,Ranipet Unit
ORD00783,CUST0100,Spain,Leather Sheets,Goat,2024-01-09,2024-01-31,3403,294,1000482,USD,Pending,Ambur Unit
ORD00784,CUST0057,UK,Wet Blue Leather,Buffalo,2024-10-14,2024-12-11,824,274,225776,USD,Shipped,Ranipet Unit
ORD00785,CUST0207,Italy,Finished Leather,Goat,2025-05-20,2025-06-27,4123,139,573097,EUR,Shipped,Vaniyambadi Unit
ORD00786,CUST0002,Germany,Finished Leather,Goat,2025-10-15,2025-11-24,3712,290,1076480,EUR,Completed,Vaniyambadi Unit
ORD00787,CUST0169,Spain,Leather Panels,Buffalo,2025-11-29,2026-01-21,9768,252,2461536,USD,Shipped,Vaniyambadi Unit
ORD00788,CUST0191,Spain,Crust Leather,Goat,2024-09-22,2024-11-12,1565,112,175280,USD,Shipped,Ambur Unit
ORD00789,CUST0249,Spain,Leather Panels,Sheep,2024-09-15,2024-11-12,9231,237,2187747,USD,Pending,Ambur Unit
ORD00790,CUST0219,China,Finished Leather,Sheep,2025-02-20,2025-03-24,5792,190,1100480,EUR,Pending,Ambur Unit
ORD00791,CUST0227,UK,Leather Panels,Sheep,2024-10-11,2024-11-21,4178,92,384376,EUR,Completed,Chennai Finishing
ORD00792,CUST0050,South Korea,Crust Leather,Sheep,2025-08-08,2025-08-24,5983,100,598300,USD,Completed,Vaniyambadi Unit
ORD00793,CUST0043,Germany,Finished Leather,Cow,2024-03-05,2024-04-29,5894,159,937146,EUR,Pending,Ambur Unit
ORD00794,CUST0152,Spain,Finished Leather,Sheep,2024-09-13,2024-10-13,5977,295,1763215,USD,Pending,Ambur Unit
ORD00795,CUST0211,USA,Leather Panels,Sheep,2024-08-30,2024-09-18,5965,213,1270545,USD,Shipped,Chennai Finishing
ORD00796,CUST0149,China,Leather Sheets,Goat,2024-03-03,2024-03-20,2545,101,257045,USD,Completed,Ambur Unit
ORD00797,CUST0236,UK,Leather Sheets,Cow,2024-11-04,2024-12-28,7740,94,727560,USD,Shipped,Ambur Unit
ORD00798,CUST0144,France,Finished Leather,Sheep,2025-01-25,2025-03-06,1355,155,210025,USD,Shipped,Ambur Unit
ORD00799,CUST0117,Japan,Leather Panels,Cow,2025-03-14,2025-05-07,6790,198,1344420,EUR,Shipped,Ambur Unit
ORD00800,CUST0117,Japan,Finished Leather,Cow,2025-08-24,2025-09-20,8974,164,1471736,USD,Shipped,Ambur Unit
ORD00801,CUST0152,Spain,Leather Panels,Goat,2024-05-09,2024-07-03,3672,226,829872,EUR,Pending,Chennai Finishing
ORD00802,CUST0186,Vietnam,Finished Leather,Cow,2024-09-05,2024-09-28,7784,127,988568,USD,Pending,Chennai Finishing
ORD00803,CUST0132,China,Crust Leather,Buffalo,2025-08-20,2025-10-08,6361,159,1011399,EUR,Pending,Ranipet Unit
ORD00804,CUST0075,France,Crust Leather,Cow,2025-06-14,2025-08-05,6542,82,536444,USD,Shipped,Ambur Unit
ORD00805,CUST0109,Italy,Crust Leather,Cow,2024-07-24,2024-09-17,6133,130,797290,EUR,Completed,Chennai Finishing
ORD00806,CUST0178,Spain,Leather Panels,Goat,2024-12-05,2025-01-26,8157,233,1900581,EUR,Pending,Ranipet Unit
ORD00807,CUST0042,Japan,Crust Leather,Cow,2024-02-13,2024-03-30,2217,196,434532,USD,Shipped,Vaniyambadi Unit
ORD00808,CUST0120,Italy,Leather Sheets,Buffalo,2025-05-07,2025-06-12,3992,141,562872,EUR,Completed,Ambur Unit
ORD00809,CUST0093,China,Leather Panels,Cow,2025-01-01,2025-01-17,662,98,64876,USD,Pending,Chennai Finishing
ORD00810,CUST0050,South Korea,Crust Leather,Goat,2024-01-31,2024-02-27,6396,91,582036,USD,Completed,Ranipet Unit
ORD00811,CUST0185,South Korea,Crust Leather,Buffalo,2025-07-21,2025-08-20,3355,166,556930,USD,Completed,Ranipet Unit
ORD00812,CUST0234,Vietnam,Leather Sheets,Cow,2025-11-24,2025-12-17,2157,85,183345,EUR,Completed,Ranipet Unit
ORD00813,CUST0117,Japan,Crust Leather,Sheep,2025-01-16,2025-03-14,4434,174,771516,USD,Completed,Vaniyambadi Unit
ORD00814,CUST0226,Germany,Leather Panels,Sheep,2024-07-13,2024-08-09,2642,283,747686,EUR,Pending,Chennai Finishing
ORD00815,CUST0163,China,Crust Leather,Goat,2025-09-22,2025-11-13,4506,91,410046,USD,Pending,Vaniyambadi Unit
ORD00816,CUST0014,Germany,Leather Sheets,Buffalo,2025-06-04,2025-07-26,5088,112,569856,USD,Pending,Ambur Unit
ORD00817,CUST0043,Germany,Wet Blue Leather,Sheep,2025-10-22,2025-12-08,8833,179,1581107,EUR,Completed,Ranipet Unit
ORD00818,CUST0183,USA,Leather Sheets,Sheep,2025-05-09,2025-07-08,6625,214,1417750,EUR,Shipped,Chennai Finishing
ORD00819,CUST0164,Japan,Leather Sheets,Buffalo,2024-08-12,2024-09-08,1099,133,146167,EUR,Completed,Ranipet Unit
ORD00820,CUST0109,Italy,Wet Blue Leather,Cow,2024-06-09,2024-07-17,6678,226,1509228,USD,Completed,Ranipet Unit
ORD00821,CUST0114,Italy,Finished Leather,Sheep,2024-08-23,2024-10-14,9000,170,1530000,EUR,Pending,Chennai Finishing
ORD00822,CUST0120,Italy,Wet Blue Leather,Goat,2025-01-11,2025-02-26,7586,184,1395824,EUR,Completed,Vaniyambadi Unit
ORD00823,CUST0114,Italy,Wet Blue Leather,Cow,2025-10-22,2025-11-10,4330,147,636510,EUR,Shipped,Ambur Unit
ORD00824,CUST0202,USA,Finished Leather,Goat,2024-04-10,2024-05-02,5028,138,693864,USD,Shipped,Vaniyambadi Unit
ORD00825,CUST0086,China,Wet Blue Leather,Goat,2024-12-03,2025-01-03,3721,252,937692,USD,Shipped,Vaniyambadi Unit
ORD00826,CUST0219,China,Wet Blue Leather,Goat,2024-01-09,2024-02-12,9398,146,1372108,EUR,Pending,Ambur Unit
ORD00827,CUST0121,France,Crust Leather,Buffalo,2024-06-01,2024-07-11,8899,274,2438326,USD,Pending,Vaniyambadi Unit
ORD00828,CUST0133,South Korea,Wet Blue Leather,Cow,2025-04-24,2025-06-07,9554,273,2608242,EUR,Completed,Chennai Finishing
ORD00829,CUST0198,UK,Leather Panels,Cow,2025-03-25,2025-05-07,7343,133,976619,EUR,Completed,Vaniyambadi Unit
ORD00830,CUST0079,Vietnam,Wet Blue Leather,Buffalo,2025-11-05,2025-12-12,658,207,136206,EUR,Pending,Chennai Finishing
ORD00831,CUST0196,France,Finished Leather,Cow,2024-11-29,2025-01-20,9308,156,1452048,USD,Completed,Ranipet Unit
ORD00832,CUST0146,France,Leather Sheets,Cow,2025-01-25,2025-02-22,9902,180,1782360,EUR,Completed,Chennai Finishing
ORD00833,CUST0028,USA,Wet Blue Leather,Cow,2025-04-07,2025-06-01,5887,225,1324575,USD,Completed,Vaniyambadi Unit
ORD00834,CUST0009,Germany,Finished Leather,Sheep,2024-07-10,2024-08-06,8505,86,731430,EUR,Completed,Vaniyambadi Unit
ORD00835,CUST0075,France,Wet Blue Leather,Cow,2025-04-10,2025-04-28,9091,97,881827,USD,Pending,Chennai Finishing
ORD00836,CUST0101,UK,Leather Sheets,Sheep,2024-05-12,2024-06-30,3072,108,331776,USD,Pending,Vaniyambadi Unit
ORD00837,CUST0034,France,Leather Sheets,Buffalo,2025-03-18,2025-05-17,3869,159,615171,EUR,Shipped,Vaniyambadi Unit
ORD00838,CUST0129,South Korea,Crust Leather,Sheep,2024-07-25,2024-08-09,8019,150,1202850,USD,Pending,Vaniyambadi Unit
ORD00839,CUST0135,South Korea,Leather Sheets,Cow,2025-05-17,2025-06-30,5888,225,1324800,USD,Pending,Chennai Finishing
ORD00840,CUST0089,Spain,Leather Sheets,Buffalo,2025-09-19,2025-10-15,5373,180,967140,USD,Shipped,Chennai Finishing
ORD00841,CUST0118,Germany,Leather Panels,Cow,2024-07-06,2024-09-03,6802,248,1686896,EUR,Shipped,Ambur Unit
ORD00842,CUST0062,USA,Wet Blue Leather,Cow,2025-10-05,2025-11-23,3087,150,463050,USD,Pending,Chennai Finishing
ORD00843,CUST0196,France,Finished Leather,Goat,2025-01-12,2025-01-31,9557,111,1060827,EUR,Pending,Vaniyambadi Unit
ORD00844,CUST0065,China,Finished Leather,Cow,2024-02-15,2024-03-30,3897,209,814473,EUR,Pending,Ranipet Unit
ORD00845,CUST0191,Spain,Finished Leather,Cow,2024-07-18,2024-08-27,7042,299,2105558,EUR,Completed,Vaniyambadi Unit
ORD00846,CUST0084,Vietnam,Finished Leather,Buffalo,2025-04-17,2025-05-06,8106,204,1653624,EUR,Completed,Chennai Finishing
ORD00847,CUST0211,USA,Finished Leather,Cow,2024-06-14,2024-07-09,5073,295,1496535,USD,Pending,Ambur Unit
ORD00848,CUST0137,France,Finished Leather,Goat,2024-03-20,2024-05-16,6903,123,849069,USD,Pending,Ranipet Unit
ORD00849,CUST0046,Vietnam,Leather Panels,Buffalo,2024-02-05,2024-04-03,4049,262,1060838,EUR,Shipped,Ambur Unit
ORD00850,CUST0215,UK,Finished Leather,Sheep,2025-11-09,2026-01-08,9066,244,2212104,EUR,Pending,Ambur Unit
ORD00851,CUST0154,Vietnam,Crust Leather,Goat,2025-01-21,2025-02-17,576,92,52992,USD,Completed,Ambur Unit
ORD00852,CUST0005,Vietnam,Crust Leather,Cow,2024-01-15,2024-02-20,7408,87,644496,USD,Completed,Vaniyambadi Unit
ORD00853,CUST0186,Vietnam,Finished Leather,Goat,2025-03-01,2025-04-17,3236,91,294476,EUR,Shipped,Vaniyambadi Unit
ORD00854,CUST0160,France,Finished Leather,Buffalo,2025-02-08,2025-03-22,3893,218,848674,USD,Completed,Ranipet Unit
ORD00855,CUST0083,China,Wet Blue Leather,Cow,2025-02-15,2025-04-12,3344,83,277552,EUR,Completed,Chennai Finishing
ORD00856,CUST0057,UK,Leather Panels,Goat,2024-10-12,2024-12-07,1581,248,392088,USD,Completed,Vaniyambadi Unit
ORD00857,CUST0106,Spain,Finished Leather,Buffalo,2025-09-05,2025-10-21,5440,276,1501440,EUR,Completed,Ranipet Unit
ORD00858,CUST0162,USA,Crust Leather,Goat,2024-05-16,2024-06-21,6866,253,1737098,EUR,Completed,Ranipet Unit
ORD00859,CUST0005,Vietnam,Crust Leather,Cow,2025-06-07,2025-08-01,7854,177,1390158,USD,Completed,Ambur Unit
ORD00860,CUST0080,Italy,Leather Panels,Cow,2025-03-14,2025-04-13,4373,268,1171964,USD,Completed,Ranipet Unit
ORD00861,CUST0128,UK,Crust Leather,Cow,2024-06-04,2024-07-13,5359,131,702029,USD,Shipped,Chennai Finishing
ORD00862,CUST0190,Germany,Finished Leather,Sheep,2024-10-11,2024-11-15,5885,114,670890,EUR,Completed,Vaniyambadi Unit
ORD00863,CUST0217,UK,Leather Panels,Cow,2024-09-05,2024-10-03,5927,167,989809,USD,Shipped,Vaniyambadi Unit
ORD00864,CUST0156,Germany,Leather Sheets,Cow,2024-11-25,2024-12-21,6750,213,1437750,USD,Pending,Ambur Unit
ORD00865,CUST0245,Japan,Crust Leather,Buffalo,2025-10-11,2025-11-04,3653,93,339729,USD,Completed,Vaniyambadi Unit
ORD00866,CUST0061,France,Wet Blue Leather,Buffalo,2025-03-12,2025-04-25,8813,100,881300,USD,Completed,Chennai Finishing
ORD00867,CUST0046,Vietnam,Leather Sheets,Buffalo,2024-10-19,2024-12-09,4579,157,718903,EUR,Pending,Ambur Unit
ORD00868,CUST0244,Japan,Leather Sheets,Sheep,2025-01-21,2025-02-15,6391,181,1156771,EUR,Shipped,Chennai Finishing
ORD00869,CUST0195,Italy,Leather Sheets,Sheep,2025-05-08,2025-05-24,3053,289,882317,USD,Pending,Vaniyambadi Unit
ORD00870,CUST0142,South Korea,Wet Blue Leather,Sheep,2025-01-24,2025-03-09,3378,145,489810,EUR,Pending,Chennai Finishing
ORD00871,CUST0019,Spain,Crust Leather,Buffalo,2025-04-25,2025-05-22,5959,114,679326,USD,Completed,Ranipet Unit
ORD00872,CUST0126,France,Leather Sheets,Sheep,2025-02-08,2025-03-18,7128,186,1325808,EUR,Shipped,Ambur Unit
ORD00873,CUST0105,USA,Crust Leather,Buffalo,2025-01-29,2025-03-21,1136,111,126096,EUR,Pending,Ranipet Unit
ORD00874,CUST0131,China,Finished Leather,Sheep,2025-01-12,2025-03-12,8505,242,2058210,EUR,Shipped,Vaniyambadi Unit
ORD00875,CUST0063,Vietnam,Finished Leather,Buffalo,2025-01-05,2025-03-01,8327,88,732776,EUR,Shipped,Chennai Finishing
ORD00876,CUST0242,Germany,Leather Panels,Buffalo,2024-09-10,2024-11-02,2914,145,422530,USD,Completed,Ambur Unit
ORD00877,CUST0165,China,Leather Panels,Buffalo,2025-08-23,2025-09-12,6797,181,1230257,EUR,Completed,Chennai Finishing
ORD00878,CUST0065,China,Leather Sheets,Goat,2025-06-29,2025-08-25,5451,208,1133808,EUR,Shipped,Ambur Unit
ORD00879,CUST0028,USA,Wet Blue Leather,Buffalo,2024-12-18,2025-01-11,9881,278,2746918,EUR,Shipped,Ranipet Unit
ORD00880,CUST0002,Germany,Finished Leather,Cow,2025-05-18,2025-06-02,3259,288,938592,EUR,Shipped,Chennai Finishing
ORD00881,CUST0168,Italy,Crust Leather,Goat,2025-03-17,2025-04-11,5224,267,1394808,USD,Shipped,Vaniyambadi Unit
ORD00882,CUST0051,Vietnam,Leather Sheets,Buffalo,2025-05-29,2025-06-20,8470,126,1067220,USD,Completed,Ambur Unit
ORD00883,CUST0192,South Korea,Leather Sheets,Sheep,2024-07-15,2024-08-15,3493,287,1002491,USD,Shipped,Vaniyambadi Unit
ORD00884,CUST0021,UK,Wet Blue Leather,Cow,2025-01-21,2025-02-12,5302,101,535502,EUR,Completed,Vaniyambadi Unit
ORD00885,CUST0123,China,Finished Leather,Goat,2024-04-13,2024-04-28,8449,252,2129148,USD,Shipped,Ambur Unit
ORD00886,CUST0025,Germany,Leather Panels,Goat,2024-01-08,2024-02-16,3958,213,843054,EUR,Pending,Ranipet Unit
ORD00887,CUST0155,Japan,Wet Blue Leather,Goat,2025-01-14,2025-03-13,7536,166,1250976,USD,Pending,Chennai Finishing
ORD00888,CUST0097,South Korea,Finished Leather,Sheep,2024-12-04,2024-12-25,1437,171,245727,EUR,Shipped,Vaniyambadi Unit
ORD00889,CUST0007,UK,Crust Leather,Goat,2024-10-13,2024-12-11,2513,215,540295,EUR,Shipped,Chennai Finishing
ORD00890,CUST0132,China,Wet Blue Leather,Cow,2024-07-11,2024-07-26,7268,249,1809732,EUR,Completed,Ranipet Unit
ORD00891,CUST0174,Vietnam,Leather Sheets,Cow,2025-09-13,2025-10-29,7779,139,1081281,EUR,Pending,Chennai Finishing
ORD00892,CUST0169,Spain,Leather Panels,Buffalo,2025-01-29,2025-03-03,2145,267,572715,USD,Shipped,Ambur Unit
ORD00893,CUST0033,South Korea,Leather Panels,Sheep,2024-03-30,2024-05-03,8658,283,2450214,USD,Pending,Ambur Unit
ORD00894,CUST0124,Germany,Crust Leather,Cow,2024-09-06,2024-10-04,9358,141,1319478,USD,Pending,Ambur Unit
ORD00895,CUST0042,Japan,Wet Blue Leather,Sheep,2024-10-14,2024-11-12,5849,178,1041122,USD,Shipped,Vaniyambadi Unit
ORD00896,CUST0237,Japan,Wet Blue Leather,Buffalo,2025-05-18,2025-06-07,9257,242,2240194,USD,Shipped,Ranipet Unit
ORD00897,CUST0097,South Korea,Leather Sheets,Buffalo,2025-10-19,2025-12-08,6752,247,1667744,USD,Pending,Ambur Unit
ORD00898,CUST0075,France,Leather Panels,Buffalo,2024-04-01,2024-05-07,1936,108,209088,USD,Shipped,Ranipet Unit
ORD00899,CUST0033,South Korea,Wet Blue Leather,Cow,2025-08-13,2025-08-28,5634,177,997218,USD,Pending,Chennai Finishing
ORD00900,CUST0082,UK,Leather Panels,Buffalo,2025-11-26,2025-12-19,6480,284,1840320,USD,Pending,Ambur Unit
ORD00901,CUST0138,France,Crust Leather,Sheep,2024-05-28,2024-06-30,8046,160,1287360,EUR,Completed,Ranipet Unit
ORD00902,CUST0038,Italy,Leather Panels,Cow,2024-11-23,2024-12-27,1062,233,247446,EUR,Shipped,Chennai Finishing
ORD00903,CUST0162,USA,Leather Sheets,Cow,2024-10-25,2024-12-24,4034,206,831004,EUR,Completed,Vaniyambadi Unit
ORD00904,CUST0218,Germany,Leather Sheets,Sheep,2024-02-23,2024-03-20,4187,259,1084433,EUR,Shipped,Vaniyambadi Unit
ORD00905,CUST0006,Spain,Leather Sheets,Goat,2024-12-11,2025-01-22,9477,180,1705860,EUR,Pending,Ambur Unit
ORD00906,CUST0136,China,Leather Panels,Sheep,2024-07-18,2024-09-15,5137,152,780824,USD,Completed,Ranipet Unit
ORD00907,CUST0193,Germany,Crust Leather,Buffalo,2024-11-07,2024-12-21,1386,297,411642,EUR,Shipped,Chennai Finishing
ORD00908,CUST0075,France,Finished Leather,Goat,2024-08-11,2024-09-07,2872,133,381976,USD,Shipped,Vaniyambadi Unit
ORD00909,CUST0097,South Korea,Finished Leather,Goat,2024-06-21,2024-07-09,7497,253,1896741,EUR,Completed,Ambur Unit
ORD00910,CUST0031,France,Leather Sheets,Buffalo,2024-12-12,2025-02-02,8944,246,2200224,EUR,Completed,Ambur Unit
ORD00911,CUST0031,France,Leather Panels,Buffalo,2025-05-15,2025-06-18,4446,181,804726,EUR,Shipped,Ambur Unit
ORD00912,CUST0200,Spain,Wet Blue Leather,Sheep,2025-10-27,2025-12-05,8096,289,2339744,EUR,Completed,Ambur Unit
ORD00913,CUST0030,UK,Leather Panels,Buffalo,2025-05-15,2025-07-10,1853,111,205683,USD,Shipped,Chennai Finishing
ORD00914,CUST0071,Japan,Leather Sheets,Sheep,2025-08-30,2025-09-25,2049,283,579867,EUR,Pending,Vaniyambadi Unit
