Production_ID,Factory_ID,Production_Date,Leather_Type,Batch_No,Raw_Hides,Finished_Output,Waste_Percentage,Machine_Hours,Labor_Hours,Supervisor,Shift,Production_Status
PROD01258,Vaniyambadi Unit,2025-01-18,Cow,B01258,689,630,8.56,10.4,58.5,Supervisor 10,Night,Completed
PROD01259,Ranipet Unit,2024-10-09,Sheep,B01259,931,774,16.86,9.9,42.0,Supervisor 8,Day,Running
PROD01260,Ranipet Unit,2024-07-11,Buffalo,B01260,168,156,7.14,6.8,62.8,Supervisor 1,Night,Running
PROD01261,Ranipet Unit,2024-07-18,Sheep,B01261,570,441,22.63,4.0,58.1,Supervisor 8,Night,Completed
PROD01262,Ambur Unit,2024-06-10,Goat,B01262,817,616,24.6,7.0,67.6,Supervisor 1,Night,Completed
PROD01263,Chennai Finishing,2025-11-29,Sheep,B01263,305,283,7.21,10.8,47.9,Supervisor 3,Night,Completed
PROD01264,Vaniyambadi Unit,2025-04-03,Sheep,B01264,548,423,22.81,4.8,45.8,Supervisor 12,Night,Completed
PROD01265,Ranipet Unit,2024-07-01,Sheep,B01265,520,480,7.69,5.3,63.2,Supervisor 1,Night,Completed
PROD01266,Ambur Unit,2025-05-13,Sheep,B01266,624,536,14.1,7.7,28.1,Supervisor 3,Night,Completed
PROD01267,Ranipet Unit,2024-09-09,Cow,B01267,247,221,10.53,7.2,79.0,Supervisor 4,Day,Running
PROD01268,Chennai Finishing,2024-10-06,Sheep,B01268,622,504,18.97,5.0,45.1,Supervisor 5,Night,Running
PROD01269,Ambur Unit,2025-11-29,Buffalo,B01269,624,487,21.96,7.5,21.3,Supervisor 12,Day,Running
PROD01270,Ranipet Unit,2024-02-03,Buffalo,B01270,827,751,9.19,7.1,23.9,Supervisor 5,Day,Running
PROD01271,Vaniyambadi Unit,2024-06-07,Cow,B01271,331,254,23.26,10.5,62.7,Supervisor 7,Night,Running
PROD01272,Ranipet Unit,2025-11-02,Cow,B01272,515,486,5.63,6.6,64.2,Supervisor 3,Night,Completed
PROD01273,Ambur Unit,2025-02-25,Goat,B01273,742,700,5.66,5.8,33.4,Supervisor 3,Night,Completed
PROD01274,Ambur Unit,2025-01-09,Cow,B01274,577,496,14.04,5.9,78.0,Supervisor 1,Night,Running
PROD01275,Vaniyambadi Unit,2025-01-22,Sheep,B01275,329,259,21.28,10.9,65.4,Supervisor 11,Night,Running
PROD01276,Ranipet Unit,2024-05-16,Sheep,B01276,465,379,18.49,4.9,27.1,Supervisor 8,Day,Running
PROD01277,Chennai Finishing,2024-01-09,Goat,B01277,781,642,17.8,11.7,29.4,Supervisor 6,Day,Running
PROD01278,Ranipet Unit,2024-10-23,Cow,B01278,644,546,15.22,5.0,31.5,Supervisor 11,Night,Completed
PROD01279,Vaniyambadi Unit,2025-02-12,Buffalo,B01279,425,366,13.88,6.5,21.5,Supervisor 7,Day,Running
PROD01280,Ranipet Unit,2024-03-30,Sheep,B01280,781,639,18.18,10.4,77.1,Supervisor 8,Night,Completed
PROD01281,Chennai Finishing,2025-06-17,Goat,B01281,986,854,13.39,8.7,33.1,Supervisor 3,Night,Completed
PROD01282,Ranipet Unit,2024-12-08,Cow,B01282,373,336,9.92,9.4,57.5,Supervisor 8,Night,Completed
PROD01283,Ranipet Unit,2025-03-02,Cow,B01283,214,168,21.5,7.2,61.0,Supervisor 2,Night,Completed
PROD01284,Chennai Finishing,2024-12-09,Buffalo,B01284,816,743,8.95,5.2,28.5,Supervisor 11,Night,Running
PROD01285,Ambur Unit,2024-01-03,Cow,B01285,140,125,10.71,6.2,61.5,Supervisor 3,Night,Completed
PROD01286,Ranipet Unit,2024-02-14,Goat,B01286,730,629,13.84,6.0,66.1,Supervisor 5,Day,Completed
PROD01287,Chennai Finishing,2025-09-07,Buffalo,B01287,511,435,14.87,4.1,20.9,Supervisor 1,Night,Completed
PROD01288,Ambur Unit,2025-07-13,Cow,B01288,437,402,8.01,6.1,31.6,Supervisor 5,Day,Running
PROD01289,Ambur Unit,2024-02-19,Goat,B01289,134,115,14.18,7.0,76.9,Supervisor 4,Night,Running
PROD01290,Ambur Unit,2025-10-11,Buffalo,B01290,929,845,9.04,11.7,66.7,Supervisor 2,Day,Running
PROD01291,Ranipet Unit,2025-03-04,Cow,B01291,818,681,16.75,11.1,77.6,Supervisor 2,Day,Running
PROD01292,Chennai Finishing,2024-09-21,Buffalo,B01292,540,508,5.93,8.0,28.9,Supervisor 11,Night,Completed
PROD01293,Ambur Unit,2025-04-13,Goat,B01293,506,458,9.49,9.0,69.4,Supervisor 5,Night,Completed
PROD01294,Ambur Unit,2025-08-15,Buffalo,B01294,967,758,21.61,4.0,33.4,Supervisor 12,Night,Running
PROD01295,Ranipet Unit,2025-05-22,Cow,B01295,478,398,16.74,10.1,43.4,Supervisor 8,Day,Completed
PROD01296,Ranipet Unit,2024-02-28,Goat,B01296,123,99,19.51,5.9,50.1,Supervisor 11,Night,Running
PROD01297,Ranipet Unit,2024-12-26,Cow,B01297,764,588,23.04,8.2,28.7,Supervisor 12,Night,Completed
PROD01298,Vaniyambadi Unit,2024-08-19,Cow,B01298,913,846,7.34,7.8,28.9,Supervisor 5,Night,Running
PROD01299,Vaniyambadi Unit,2025-02-27,Cow,B01299,360,276,23.33,11.1,60.2,Supervisor 10,Night,Running
PROD01300,Chennai Finishing,2024-05-01,Cow,B01300,601,480,20.13,9.5,71.3,Supervisor 4,Day,Running
PROD01301,Ranipet Unit,2024-10-04,Goat,B01301,137,116,15.33,10.7,60.5,Supervisor 8,Night,Completed
PROD01302,Chennai Finishing,2025-09-18,Sheep,B01302,703,551,21.62,7.0,56.8,Supervisor 3,Night,Running
PROD01303,Chennai Finishing,2025-03-22,Buffalo,B01303,929,723,22.17,5.1,44.9,Supervisor 4,Day,Completed
PROD01304,Ranipet Unit,2024-05-05,Buffalo,B01304,581,475,18.24,8.9,56.4,Supervisor 6,Night,Running
PROD01305,Ambur Unit,2024-06-13,Buffalo,B01305,955,823,13.82,11.2,21.1,Supervisor 8,Night,Completed
PROD01306,Chennai Finishing,2024-05-13,Goat,B01306,794,750,5.54,6.9,74.9,Supervisor 3,Night,Running
PROD01307,Ranipet Unit,2025-11-13,Buffalo,B01307,373,313,16.09,6.2,79.6,Supervisor 11,Night,Completed
PROD01308,Vaniyambadi Unit,2024-07-09,Buffalo,B01308,736,562,23.64,9.9,27.4,Supervisor 9,Night,Running
PROD01309,Ambur Unit,2025-03-10,Sheep,B01309,579,533,7.94,9.1,77.6,Supervisor 5,Night,Running
PROD01310,Ambur Unit,2024-04-09,Cow,B01310,761,667,12.35,9.3,23.7,Supervisor 1,Day,Running
PROD01311,Vaniyambadi Unit,2025-02-07,Cow,B01311,352,316,10.23,10.3,58.5,Supervisor 8,Night,Running
PROD01312,Ranipet Unit,2025-10-21,Buffalo,B01312,904,790,12.61,5.5,76.0,Supervisor 5,Day,Completed
PROD01313,Vaniyambadi Unit,2025-09-22,Buffalo,B01313,432,342,20.83,5.1,27.7,Supervisor 8,Night,Running
PROD01314,Chennai Finishing,2024-09-15,Goat,B01314,888,698,21.4,7.6,40.3,Supervisor 3,Day,Running
PROD01315,Ranipet Unit,2025-06-22,Goat,B01315,291,223,23.37,7.5,22.1,Supervisor 12,Night,Completed
PROD01316,Chennai Finishing,2025-07-01,Sheep,B01316,643,511,20.53,8.3,50.3,Supervisor 5,Day,Completed
PROD01317,Ranipet Unit,2025-04-18,Goat,B01317,876,788,10.05,11.2,57.6,Supervisor 10,Day,Running
PROD01318,Ranipet Unit,2025-04-02,Sheep,B01318,779,662,15.02,4.4,43.0,Supervisor 12,Day,Completed
PROD01319,Vaniyambadi Unit,2025-10-22,Cow,B01319,638,521,18.34,5.2,78.4,Supervisor 6,Night,Running
PROD01320,Chennai Finishing,2025-08-29,Goat,B01320,183,168,8.2,7.3,79.2,Supervisor 11,Night,Completed
PROD01321,Chennai Finishing,2024-08-08,Sheep,B01321,632,599,5.22,10.0,24.7,Supervisor 4,Night,Running
PROD01322,Vaniyambadi Unit,2024-03-07,Cow,B01322,898,787,12.36,9.7,40.1,Supervisor 8,Day,Completed
PROD01323,Ambur Unit,2024-03-30,Goat,B01323,747,609,18.47,7.7,49.7,Supervisor 10,Night,Completed
PROD01324,Chennai Finishing,2024-12-27,Goat,B01324,510,451,11.57,10.1,53.8,Supervisor 10,Night,Running
PROD01325,Chennai Finishing,2025-07-21,Buffalo,B01325,683,523,23.43,10.5,67.7,Supervisor 1,Day,Completed
PROD01326,Ambur Unit,2024-09-18,Buffalo,B01326,123,111,9.76,8.0,44.5,Supervisor 7,Day,Running
PROD01327,Ranipet Unit,2025-05-15,Goat,B01327,286,232,18.88,8.7,26.5,Supervisor 10,Day,Running
PROD01328,Ambur Unit,2025-11-10,Cow,B01328,555,427,23.06,4.0,35.9,Supervisor 6,Night,Completed
PROD01329,Vaniyambadi Unit,2025-05-10,Goat,B01329,379,296,21.9,11.0,63.2,Supervisor 10,Night,Running
PROD01330,Vaniyambadi Unit,2025-09-26,Goat,B01330,457,407,10.94,10.5,31.9,Supervisor 1,Night,Completed
PROD01331,Chennai Finishing,2024-06-08,Goat,B01331,567,439,22.57,4.5,59.2,Supervisor 5,Day,Completed
PROD01332,Chennai Finishing,2025-04-19,Goat,B01332,435,346,20.46,9.4,60.8,Supervisor 8,Night,Completed
PROD01333,Vaniyambadi Unit,2025-02-01,Goat,B01333,356,331,7.02,8.3,48.9,Supervisor 1,Day,Completed
PROD01334,Chennai Finishing,2025-09-05,Cow,B01334,109,88,19.27,6.1,48.2,Supervisor 8,Day,Completed
PROD01335,Chennai Finishing,2024-03-28,Cow,B01335,988,841,14.88,7.9,35.9,Supervisor 7,Night,Running
PROD01336,Ranipet Unit,2025-04-30,Buffalo,B01336,718,648,9.75,10.3,73.9,Supervisor 12,Day,Running
PROD01337,Vaniyambadi Unit,2024-10-23,Buffalo,B01337,222,199,10.36,6.9,45.4,Supervisor 11,Day,Completed
PROD01338,Vaniyambadi Unit,2025-01-31,Goat,B01338,323,252,21.98,9.7,73.0,Supervisor 6,Night,Running
PROD01339,Ambur Unit,2025-04-30,Cow,B01339,601,475,20.97,10.0,59.7,Supervisor 3,Day,Running
PROD01340,Chennai Finishing,2024-10-01,Sheep,B01340,931,784,15.79,10.0,77.9,Supervisor 2,Day,Running
PROD01341,Vaniyambadi Unit,2025-11-03,Sheep,B01341,190,152,20.0,9.4,34.2,Supervisor 10,Night,Completed
PROD01342,Chennai Finishing,2024-12-07,Sheep,B01342,981,924,5.81,9.6,35.3,Supervisor 10,Day,Running
PROD01343,Ranipet Unit,2025-02-06,Sheep,B01343,165,144,12.73,5.7,21.0,Supervisor 11,Night,Completed
PROD01344,Ambur Unit,2024-02-25,Goat,B01344,499,388,22.24,9.4,43.3,Supervisor 1,Night,Running
PROD01345,Ambur Unit,2024-11-03,Cow,B01345,991,890,10.19,4.7,64.5,Supervisor 6,Day,Running
PROD01346,Vaniyambadi Unit,2025-09-10,Sheep,B01346,866,758,12.47,6.9,29.6,Supervisor 11,Day,Running
PROD01347,Chennai Finishing,2025-03-27,Sheep,B01347,694,624,10.09,7.8,23.7,Supervisor 6,Night,Completed
PROD01348,Vaniyambadi Unit,2025-08-24,Sheep,B01348,585,449,23.25,8.9,56.1,Supervisor 2,Night,Running
PROD01349,Chennai Finishing,2024-01-10,Cow,B01349,820,705,14.02,9.3,54.4,Supervisor 4,Day,Completed
PROD01350,Vaniyambadi Unit,2025-04-27,Goat,B01350,231,191,17.32,7.4,29.4,Supervisor 4,Night,Running
PROD01351,Chennai Finishing,2024-03-26,Buffalo,B01351,177,145,18.08,9.9,79.4,Supervisor 9,Night,Completed
PROD01352,Ranipet Unit,2024-03-05,Goat,B01352,817,714,12.61,10.4,65.2,Supervisor 8,Night,Running
PROD01353,Vaniyambadi Unit,2024-06-07,Buffalo,B01353,444,382,13.96,9.5,41.7,Supervisor 3,Night,Running
PROD01354,Chennai Finishing,2024-07-18,Cow,B01354,784,592,24.49,10.3,29.1,Supervisor 3,Day,Completed
PROD01355,Vaniyambadi Unit,2025-07-10,Sheep,B01355,916,730,20.31,8.2,49.9,Supervisor 6,Day,Running
PROD01356,Chennai Finishing,2024-11-03,Sheep,B01356,922,858,6.94,11.5,44.6,Supervisor 11,Night,Running
PROD01357,Ranipet Unit,2024-11-24,Cow,B01357,372,309,16.94,7.6,29.1,Supervisor 9,Day,Completed
PROD01358,Ambur Unit,2025-07-17,Goat,B01358,876,658,24.89,9.8,23.0,Supervisor 9,Day,Running
PROD01359,Ranipet Unit,2024-12-25,Cow,B01359,423,351,17.02,10.0,40.3,Supervisor 2,Day,Running
PROD01360,Ambur Unit,2025-07-29,Sheep,B01360,642,482,24.92,7.9,49.5,Supervisor 5,Night,Running
PROD01361,Vaniyambadi Unit,2025-04-02,Sheep,B01361,545,417,23.49,7.0,69.8,Supervisor 11,Night,Running
PROD01362,Vaniyambadi Unit,2024-08-27,Goat,B01362,881,718,18.5,10.5,46.6,Supervisor 12,Night,Completed
PROD01363,Vaniyambadi Unit,2024-06-08,Sheep,B01363,303,284,6.27,11.4,30.2,Supervisor 2,Day,Running
PROD01364,Chennai Finishing,2024-10-24,Buffalo,B01364,100,78,22.0,8.4,58.3,Supervisor 4,Night,Running
PROD01365,Vaniyambadi Unit,2024-04-28,Goat,B01365,151,123,18.54,4.1,74.5,Supervisor 1,Night,Running
PROD01366,Ambur Unit,2025-10-01,Sheep,B01366,233,209,10.3,10.9,58.5,Supervisor 7,Day,Completed
PROD01367,Chennai Finishing,2025-04-06,Buffalo,B01367,376,308,18.09,11.8,44.6,Supervisor 1,Night,Completed
PROD01368,Chennai Finishing,2024-11-01,Sheep,B01368,721,621,13.87,11.8,33.9,Supervisor 7,Night,Completed
PROD01369,Ranipet Unit,2025-06-20,Sheep,B01369,728,610,16.21,10.4,50.4,Supervisor 10,Night,Running
PROD01370,Ambur Unit,2025-10-08,Goat,B01370,563,435,22.74,11.7,35.8,Supervisor 12,Night,Completed
PROD01371,Ranipet Unit,2024-07-04,Goat,B01371,545,435,20.18,7.8,48.6,Supervisor 8,Night,Completed
PROD01372,Ambur Unit,2024-05-25,Buffalo,B01372,549,482,12.2,8.1,50.9,Supervisor 8,Night,Running
PROD01373,Ambur Unit,2025-07-15,Sheep,B01373,934,714,23.55,6.7,49.6,Supervisor 11,Day,Completed
PROD01374,Ambur Unit,2025-10-16,Cow,B01374,848,667,21.34,11.3,39.4,Supervisor 1,Night,Running
PROD01375,Chennai Finishing,2024-08-23,Sheep,B01375,459,412,10.24,6.6,41.9,Supervisor 1,Night,Completed
PROD01376,Ranipet Unit,2024-07-08,Goat,B01376,685,544,20.58,7.3,71.6,Supervisor 12,Night,Completed
PROD01377,Vaniyambadi Unit,2024-09-09,Cow,B01377,237,186,21.52,10.2,65.8,Supervisor 6,Day,Completed
PROD01378,Vaniyambadi Unit,2025-01-12,Sheep,B01378,480,444,7.5,6.5,74.4,Supervisor 10,Day,Running
PROD01379,Vaniyambadi Unit,2024-05-02,Sheep,B01379,930,726,21.94,11.3,51.5,Supervisor 9,Night,Running
PROD01380,Vaniyambadi Unit,2025-05-02,Buffalo,B01380,748,631,15.64,7.7,76.4,Supervisor 4,Day,Running
PROD01381,Vaniyambadi Unit,2025-03-23,Sheep,B01381,566,449,20.67,7.3,54.2,Supervisor 11,Night,Running
PROD01382,Ambur Unit,2025-10-20,Goat,B01382,443,418,5.64,6.2,41.8,Supervisor 1,Night,Completed
PROD01383,Ambur Unit,2024-03-24,Cow,B01383,715,593,17.06,11.4,56.7,Supervisor 12,Day,Completed
PROD01384,Chennai Finishing,2025-06-13,Buffalo,B01384,514,422,17.9,6.8,43.1,Supervisor 1,Night,Running
PROD01385,Ranipet Unit,2025-03-11,Sheep,B01385,786,601,23.54,5.0,47.5,Supervisor 6,Day,Running
PROD01386,Ranipet Unit,2025-07-20,Cow,B01386,268,215,19.78,9.7,55.4,Supervisor 9,Night,Completed
PROD01387,Ranipet Unit,2024-01-08,Sheep,B01387,618,546,11.65,6.6,38.9,Supervisor 4,Day,Running
PROD01388,Ranipet Unit,2025-09-25,Sheep,B01388,300,269,10.33,5.1,51.3,Supervisor 10,Night,Completed
PROD01389,Ambur Unit,2024-12-23,Cow,B01389,887,745,16.01,10.4,71.1,Supervisor 7,Night,Running
PROD01390,Vaniyambadi Unit,2025-07-01,Cow,B01390,286,218,23.78,6.5,52.9,Supervisor 9,Night,Completed
PROD01391,Chennai Finishing,2025-06-17,Goat,B01391,947,886,6.44,5.8,54.1,Supervisor 9,Day,Completed
PROD01392,Vaniyambadi Unit,2024-11-13,Cow,B01392,395,373,5.57,5.8,26.2,Supervisor 4,Day,Running
PROD01393,Ambur Unit,2025-06-25,Goat,B01393,805,634,21.24,8.2,22.0,Supervisor 9,Night,Completed
PROD01394,Ambur Unit,2025-03-09,Sheep,B01394,981,819,16.51,5.3,52.1,Supervisor 7,Night,Running
PROD01395,Chennai Finishing,2025-05-07,Goat,B01395,147,137,6.8,12.0,41.0,Supervisor 6,Night,Completed
PROD01396,Ranipet Unit,2024-10-24,Cow,B01396,852,794,6.81,10.5,39.1,Supervisor 12,Night,Running
PROD01397,Ambur Unit,2024-10-27,Cow,B01397,774,600,22.48,5.4,61.3,Supervisor 12,Day,Completed
PROD01398,Ranipet Unit,2024-11-29,Sheep,B01398,743,637,14.27,5.2,40.6,Supervisor 9,Night,Running
PROD01399,Vaniyambadi Unit,2024-02-17,Cow,B01399,903,762,15.61,5.2,76.5,Supervisor 1,Night,Completed
PROD01400,Chennai Finishing,2024-11-06,Buffalo,B01400,478,364,23.85,4.9,42.7,Supervisor 9,Day,Running
PROD01401,Ambur Unit,2024-03-29,Goat,B01401,884,783,11.43,9.1,57.8,Supervisor 7,Day,Completed
PROD01402,Ranipet Unit,2025-03-27,Goat,B01402,763,615,19.4,4.4,22.5,Supervisor 5,Night,Running
PROD01403,Vaniyambadi Unit,2024-05-13,Sheep,B01403,134,125,6.72,4.2,72.4,Supervisor 10,Day,Running
PROD01404,Ranipet Unit,2025-09-30,Buffalo,B01404,417,363,12.95,6.7,58.9,Supervisor 12,Day,Completed
PROD01405,Vaniyambadi Unit,2025-07-29,Buffalo,B01405,907,799,11.91,7.2,49.2,Supervisor 3,Night,Running
PROD01406,Ambur Unit,2025-05-11,Cow,B01406,433,391,9.7,8.2,33.3,Supervisor 6,Day,Running
PROD01407,Vaniyambadi Unit,2024-09-23,Goat,B01407,992,871,12.2,9.2,72.3,Supervisor 10,Night,Running
PROD01408,Ambur Unit,2024-02-11,Cow,B01408,819,654,20.15,6.1,32.7,Supervisor 12,Day,Running
PROD01409,Chennai Finishing,2025-05-22,Buffalo,B01409,818,772,5.62,10.7,26.3,Supervisor 1,Night,Completed
PROD01410,Chennai Finishing,2024-08-03,Cow,B01410,856,716,16.36,8.0,20.8,Supervisor 10,Day,Running
PROD01411,Ambur Unit,2024-08-16,Cow,B01411,516,485,6.01,5.8,57.6,Supervisor 5,Night,Completed
PROD01412,Ambur Unit,2025-01-08,Cow,B01412,795,624,21.51,4.8,35.1,Supervisor 5,Night,Running
PROD01413,Vaniyambadi Unit,2024-04-24,Buffalo,B01413,257,211,17.9,10.9,33.1,Supervisor 2,Day,Running
PROD01414,Chennai Finishing,2025-02-08,Buffalo,B01414,512,444,13.28,10.2,29.7,Supervisor 10,Night,Running
PROD01415,Ranipet Unit,2025-05-15,Goat,B01415,910,818,10.11,6.9,53.3,Supervisor 11,Night,Completed
PROD01416,Vaniyambadi Unit,2024-04-01,Goat,B01416,577,537,6.93,10.2,25.6,Supervisor 7,Day,Running
PROD01417,Ambur Unit,2024-09-28,Goat,B01417,276,228,17.39,7.6,73.8,Supervisor 6,Day,Running
PROD01418,Ranipet Unit,2024-07-08,Sheep,B01418,368,332,9.78,6.1,78.1,Supervisor 11,Day,Running
PROD01419,Ranipet Unit,2024-09-20,Cow,B01419,856,744,13.08,9.3,70.4,Supervisor 2,Day,Running
PROD01420,Chennai Finishing,2025-03-14,Buffalo,B01420,671,509,24.14,4.2,31.4,Supervisor 9,Day,Running
PROD01421,Ranipet Unit,2024-06-17,Goat,B01421,352,305,13.35,11.2,69.0,Supervisor 11,Night,Completed
PROD01422,Ranipet Unit,2025-11-06,Cow,B01422,821,747,9.01,6.5,35.7,Supervisor 5,Day,Completed
PROD01423,Vaniyambadi Unit,2024-12-26,Buffalo,B01423,545,484,11.19,6.3,39.5,Supervisor 6,Night,Completed
PROD01424,Chennai Finishing,2024-06-05,Cow,B01424,670,528,21.19,5.7,35.3,Supervisor 2,Night,Running
PROD01425,Ranipet Unit,2024-10-06,Buffalo,B01425,174,159,8.62,11.0,57.7,Supervisor 3,Night,Running
PROD01426,Ambur Unit,2025-06-06,Goat,B01426,106,87,17.92,9.2,51.5,Supervisor 3,Day,Running
PROD01427,Vaniyambadi Unit,2025-02-04,Buffalo,B01427,260,219,15.77,5.6,22.0,Supervisor 11,Day,Completed
PROD01428,Ambur Unit,2024-09-11,Buffalo,B01428,600,513,14.5,7.3,29.5,Supervisor 4,Day,Completed
PROD01429,Chennai Finishing,2025-04-02,Sheep,B01429,999,831,16.82,7.5,46.1,Supervisor 10,Night,Completed
PROD01430,Ranipet Unit,2025-01-29,Sheep,B01430,694,608,12.39,9.1,47.5,Supervisor 5,Day,Running
PROD01431,Vaniyambadi Unit,2024-03-15,Buffalo,B01431,374,325,13.1,7.3,40.8,Supervisor 8,Day,Running
PROD01432,Ambur Unit,2024-12-04,Buffalo,B01432,518,440,15.06,7.2,45.4,Supervisor 8,Day,Completed
PROD01433,Chennai Finishing,2024-05-06,Buffalo,B01433,132,104,21.21,11.0,49.0,Supervisor 10,Day,Running
PROD01434,Vaniyambadi Unit,2025-07-21,Buffalo,B01434,349,282,19.2,5.5,26.1,Supervisor 6,Day,Completed
PROD01435,Ranipet Unit,2025-07-07,Cow,B01435,207,171,17.39,5.3,45.4,Supervisor 9,Day,Completed
PROD01436,Ranipet Unit,2024-07-17,Cow,B01436,992,862,13.1,4.9,36.6,Supervisor 11,Day,Running
PROD01437,Ranipet Unit,2025-05-11,Buffalo,B01437,657,612,6.85,6.1,25.2,Supervisor 6,Day,Completed
PROD01438,Chennai Finishing,2024-01-13,Sheep,B01438,789,651,17.49,10.8,34.1,Supervisor 7,Night,Completed
PROD01439,Vaniyambadi Unit,2025-02-24,Buffalo,B01439,396,328,17.17,10.5,38.7,Supervisor 8,Day,Completed
PROD01440,Vaniyambadi Unit,2025-03-12,Cow,B01440,444,342,22.97,11.5,66.6,Supervisor 6,Day,Running
PROD01441,Ranipet Unit,2024-02-03,Cow,B01441,228,173,24.12,6.6,48.8,Supervisor 10,Night,Completed
PROD01442,Ambur Unit,2024-02-08,Sheep,B01442,504,391,22.42,9.1,31.0,Supervisor 7,Night,Running
PROD01443,Vaniyambadi Unit,2025-03-04,Cow,B01443,483,367,24.02,10.1,53.4,Supervisor 11,Day,Completed
PROD01444,Vaniyambadi Unit,2025-04-27,Buffalo,B01444,397,301,24.18,4.4,61.2,Supervisor 8,Day,Running
PROD01445,Ambur Unit,2024-07-18,Cow,B01445,872,688,21.1,8.8,77.2,Supervisor 1,Day,Running
PROD01446,Chennai Finishing,2024-06-30,Sheep,B01446,965,876,9.22,10.4,48.9,Supervisor 11,Day,Running
PROD01447,Ranipet Unit,2025-10-30,Sheep,B01447,604,487,19.37,9.0,63.0,Supervisor 9,Day,Completed
PROD01448,Vaniyambadi Unit,2025-06-29,Cow,B01448,336,263,21.73,11.1,76.4,Supervisor 3,Day,Completed
PROD01449,Vaniyambadi Unit,2024-12-01,Goat,B01449,238,205,13.87,4.3,37.8,Supervisor 11,Day,Running
PROD01450,Ranipet Unit,2024-10-25,Buffalo,B01450,601,543,9.65,9.1,50.4,Supervisor 7,Night,Running
PROD01451,Ambur Unit,2024-02-28,Sheep,B01451,714,573,19.75,10.5,69.9,Supervisor 10,Day,Running
PROD01452,Chennai Finishing,2025-02-24,Buffalo,B01452,871,727,16.53,7.8,41.0,Supervisor 11,Night,Completed
PROD01453,Ranipet Unit,2025-07-11,Buffalo,B01453,386,353,8.55,8.3,41.7,Supervisor 1,Night,Running
PROD01454,Ambur Unit,2024-07-11,Cow,B01454,132,115,12.88,7.6,28.7,Supervisor 11,Day,Completed
PROD01455,Ambur Unit,2024-10-16,Buffalo,B01455,884,727,17.76,5.7,26.6,Supervisor 6,Night,Running
PROD01456,Ambur Unit,2024-03-26,Goat,B01456,370,278,24.86,7.2,25.4,Supervisor 10,Day,Completed
PROD01457,Chennai Finishing,2024-06-19,Buffalo,B01457,434,341,21.43,10.5,43.0,Supervisor 11,Day,Completed
PROD01458,Vaniyambadi Unit,2025-01-30,Sheep,B01458,497,446,10.26,10.7,33.6,Supervisor 2,Night,Completed
PROD01459,Vaniyambadi Unit,2024-07-13,Cow,B01459,399,303,24.06,4.1,48.5,Supervisor 12,Night,Completed
PROD01460,Ranipet Unit,2024-11-20,Sheep,B01460,716,650,9.22,11.4,35.0,Supervisor 6,Day,Running
PROD01461,Ambur Unit,2024-01-06,Goat,B01461,129,111,13.95,7.3,46.5,Supervisor 4,Night,Completed
PROD01462,Vaniyambadi Unit,2025-01-08,Goat,B01462,921,767,16.72,4.7,68.0,Supervisor 4,Night,Completed
PROD01463,Ambur Unit,2024-06-02,Buffalo,B01463,370,285,22.97,10.5,78.4,Supervisor 7,Night,Completed
PROD01464,Ranipet Unit,2025-03-09,Cow,B01464,155,128,17.42,5.3,54.9,Supervisor 4,Night,Running
PROD01465,Ambur Unit,2025-11-11,Goat,B01465,550,461,16.18,8.6,42.0,Supervisor 2,Night,Running
PROD01466,Chennai Finishing,2025-11-29,Sheep,B01466,296,230,22.3,9.6,60.7,Supervisor 6,Day,Running
PROD01467,Chennai Finishing,2025-06-19,Cow,B01467,224,182,18.75,7.2,63.7,Supervisor 4,Day,Running
PROD01468,Ambur Unit,2024-04-05,Cow,B01468,208,169,18.75,6.1,63.4,Supervisor 2,Day,Running
PROD01469,Ranipet Unit,2025-01-08,Goat,B01469,818,745,8.92,11.7,46.4,Supervisor 2,Day,Running
PROD01470,Chennai Finishing,2024-09-27,Cow,B01470,176,164,6.82,8.6,75.3,Supervisor 11,Night,Running
PROD01471,Ranipet Unit,2025-11-01,Cow,B01471,711,578,18.71,8.3,48.5,Supervisor 1,Day,Running
PROD01472,Ambur Unit,2025-05-19,Sheep,B01472,107,99,7.48,11.1,25.4,Supervisor 1,Night,Completed
PROD01473,Ambur Unit,2024-04-26,Cow,B01473,311,273,12.22,9.4,47.1,Supervisor 9,Day,Completed
PROD01474,Ambur Unit,2025-04-10,Buffalo,B01474,780,733,6.03,4.2,34.7,Supervisor 6,Night,Running
PROD01475,Chennai Finishing,2024-09-22,Cow,B01475,466,438,6.01,4.2,54.2,Supervisor 11,Night,Running
PROD01476,Chennai Finishing,2024-02-28,Sheep,B01476,976,757,22.44,8.4,77.6,Supervisor 5,Day,Completed
PROD01477,Vaniyambadi Unit,2024-10-04,Buffalo,B01477,531,490,7.72,6.4,59.6,Supervisor 2,Day,Running
PROD01478,Ranipet Unit,2024-10-25,Sheep,B01478,999,948,5.11,11.5,28.7,Supervisor 9,Day,Completed
PROD01479,Ambur Unit,2025-10-21,Sheep,B01479,334,314,5.99,11.2,72.9,Supervisor 3,Day,Completed
PROD01480,Ranipet Unit,2025-02-13,Cow,B01480,532,496,6.77,5.8,68.4,Supervisor 10,Night,Completed
PROD01481,Vaniyambadi Unit,2024-08-31,Goat,B01481,742,660,11.05,11.4,45.4,Supervisor 6,Day,Completed
PROD01482,Ranipet Unit,2025-03-10,Goat,B01482,965,869,9.95,6.6,65.7,Supervisor 4,Day,Running
