Inventory_ID,Warehouse,Leather_Type,Current_Stock,Reserved_Stock,Minimum_Level,Maximum_Level,Reorder_Status
INV00894,Ranipet Warehouse,Goat,8782,270,1000,12000,OK
INV00895,Chennai Port Warehouse,Sheep,2576,964,1000,12000,OK
INV00896,Vaniyambadi Warehouse,Buffalo,4545,483,1000,12000,OK
INV00897,Chennai Port Warehouse,Cow,2237,282,1000,12000,OK
INV00898,Ranipet Warehouse,Goat,2796,817,1000,12000,OK
INV00899,Chennai Port Warehouse,Cow,2394,593,1000,12000,OK
INV00900,Vaniyambadi Warehouse,Goat,3834,139,1000,12000,OK
INV00901,Ranipet Warehouse,Cow,8990,944,1000,12000,OK
INV00902,Chennai Port Warehouse,Buffalo,507,993,1000,12000,Reorder
INV00903,Chennai Port Warehouse,Sheep,2504,223,1000,12000,OK
INV00904,Chennai Port Warehouse,Sheep,8575,846,1000,12000,OK
INV00905,Ambur Warehouse,Buffalo,3481,653,1000,12000,OK
INV00906,Ranipet Warehouse,Goat,1396,271,1000,12000,OK
INV00907,Vaniyambadi Warehouse,Cow,4492,410,1000,12000,OK
INV00908,Chennai Port Warehouse,Goat,9067,592,1000,12000,OK
INV00909,Ambur Warehouse,Sheep,6678,225,1000,12000,OK
INV00910,Ambur Warehouse,Goat,6357,368,1000,12000,OK
INV00911,Ranipet Warehouse,Goat,6401,259,1000,12000,OK
INV00912,Vaniyambadi Warehouse,Cow,5096,184,1000,12000,OK
INV00913,Ambur Warehouse,Sheep,3508,0,1000,12000,OK
INV00914,Ranipet Warehouse,Goat,4699,151,1000,12000,OK
INV00915,Ambur Warehouse,Buffalo,1151,768,1000,12000,OK
INV00916,Chennai Port Warehouse,Buffalo,5542,30,1000,12000,OK
INV00917,Chennai Port Warehouse,Cow,7620,503,1000,12000,OK
INV00918,Chennai Port Warehouse,Cow,1265,702,1000,12000,OK
INV00919,Chennai Port Warehouse,Goat,4664,161,1000,12000,OK
INV00920,Vaniyambadi Warehouse,Goat,9150,98,1000,12000,OK
INV00921,Chennai Port Warehouse,Sheep,4222,497,1000,12000,OK
INV00922,Vaniyambadi Warehouse,Sheep,7444,613,1000,12000,OK
INV00923,Vaniyambadi Warehouse,Goat,1256,879,1000,12000,OK
INV00924,Chennai Port Warehouse,Sheep,5352,849,1000,12000,OK
INV00925,Ambur Warehouse,Sheep,1266,727,1000,12000,OK
INV00926,Chennai Port Warehouse,Goat,6911,603,1000,12000,OK
INV00927,Vaniyambadi Warehouse,Cow,8964,625,1000,12000,OK
INV00928,Ambur Warehouse,Cow,9357,293,1000,12000,OK
INV00929,Ranipet Warehouse,Sheep,9250,289,1000,12000,OK
INV00930,Chennai Port Warehouse,Goat,917,919,1000,12000,Reorder
INV00931,Chennai Port Warehouse,Cow,4989,881,1000,12000,OK
INV00932,Ambur Warehouse,Cow,6864,703,1000,12000,OK
INV00933,Ambur Warehouse,Sheep,8394,816,1000,12000,OK
INV00934,Ambur Warehouse,Cow,4045,615,1000,12000,OK
INV00935,Ranipet Warehouse,Buffalo,2553,671,1000,12000,OK
INV00936,Ranipet Warehouse,Cow,8321,401,1000,12000,OK
INV00937,Ambur Warehouse,Goat,8948,976,1000,12000,OK
INV00938,Ambur Warehouse,Buffalo,8866,44,1000,12000,OK
INV00939,Chennai Port Warehouse,Cow,4471,503,1000,12000,OK
INV00940,Vaniyambadi Warehouse,Goat,5593,118,1000,12000,OK
INV00941,Vaniyambadi Warehouse,Sheep,3123,231,1000,12000,OK
INV00942,Vaniyambadi Warehouse,Sheep,5671,758,1000,12000,OK
INV00943,Ranipet Warehouse,Goat,1859,912,1000,12000,OK
INV00944,Ranipet Warehouse,Cow,9781,750,1000,12000,OK
INV00945,Ranipet Warehouse,Buffalo,1925,944,1000,12000,OK
INV00946,Ambur Warehouse,Sheep,6045,856,1000,12000,OK
INV00947,Ambur Warehouse,Cow,9473,691,1000,12000,OK
INV00948,Vaniyambadi Warehouse,Goat,2228,975,1000,12000,OK
INV00949,Chennai Port Warehouse,Buffalo,3272,544,1000,12000,OK
INV00950,Ranipet Warehouse,Sheep,5149,98,1000,12000,OK
INV00951,Ranipet Warehouse,Goat,3799,278,1000,12000,OK
INV00952,Ranipet Warehouse,Cow,5360,115,1000,12000,OK
INV00953,Ambur Warehouse,Buffalo,3355,172,1000,12000,OK
INV00954,Ranipet Warehouse,Sheep,2976,282,1000,12000,OK
INV00955,Vaniyambadi Warehouse,Buffalo,1530,459,1000,12000,OK
INV00956,Ranipet Warehouse,Cow,8982,700,1000,12000,OK
INV00957,Chennai Port Warehouse,Goat,9606,974,1000,12000,OK
INV00958,Vaniyambadi Warehouse,Buffalo,1982,608,1000,12000,OK
INV00959,Ambur Warehouse,Buffalo,9046,950,1000,12000,OK
INV00960,Chennai Port Warehouse,Buffalo,7078,876,1000,12000,OK
INV00961,Chennai Port Warehouse,Buffalo,4982,481,1000,12000,OK
INV00962,Vaniyambadi Warehouse,Cow,4288,23,1000,12000,OK
INV00963,Vaniyambadi Warehouse,Goat,3622,385,1000,12000,OK
INV00964,Vaniyambadi Warehouse,Buffalo,4049,673,1000,12000,OK
INV00965,Vaniyambadi Warehouse,Goat,3746,813,1000,12000,OK
INV00966,Ranipet Warehouse,Cow,4021,828,1000,12000,OK
INV00967,Ranipet Warehouse,Sheep,3673,260,1000,12000,OK
INV00968,Ambur Warehouse,Sheep,4221,434,1000,12000,OK
INV00969,Vaniyambadi Warehouse,Cow,8621,912,1000,12000,OK
INV00970,Chennai Port Warehouse,Sheep,829,985,1000,12000,Reorder
INV00971,Vaniyambadi Warehouse,Goat,5526,795,1000,12000,OK
INV00972,Ambur Warehouse,Cow,6603,283,1000,12000,OK
INV00973,Vaniyambadi Warehouse,Buffalo,2439,233,1000,12000,OK
INV00974,Chennai Port Warehouse,Cow,4393,669,1000,12000,OK
INV00975,Ambur Warehouse,Buffalo,3396,519,1000,12000,OK
INV00976,Vaniyambadi Warehouse,Buffalo,1581,593,1000,12000,OK
INV00977,Ambur Warehouse,Sheep,3724,233,1000,12000,OK
INV00978,Ranipet Warehouse,Cow,5507,612,1000,12000,OK
INV00979,Vaniyambadi Warehouse,Cow,9158,798,1000,12000,OK
INV00980,Vaniyambadi Warehouse,Cow,7866,389,1000,12000,OK
INV00981,Ambur Warehouse,Sheep,3295,41,1000,12000,OK
INV00982,Vaniyambadi Warehouse,Sheep,1889,249,1000,12000,OK
INV00983,Chennai Port Warehouse,Buffalo,2171,49,1000,12000,OK
INV00984,Vaniyambadi Warehouse,Cow,6652,804,1000,12000,OK
INV00985,Chennai Port Warehouse,Goat,6640,346,1000,12000,OK
INV00986,Ranipet Warehouse,Cow,5561,288,1000,12000,OK
INV00987,Ambur Warehouse,Goat,6375,522,1000,12000,OK
INV00988,Ranipet Warehouse,Cow,9283,394,1000,12000,OK
INV00989,Vaniyambadi Warehouse,Goat,2480,54,1000,12000,OK
INV00990,Ranipet Warehouse,Sheep,5486,275,1000,12000,OK
INV00991,Ambur Warehouse,Buffalo,6684,250,1000,12000,OK
INV00992,Ranipet Warehouse,Sheep,2925,183,1000,12000,OK
INV00993,Ranipet Warehouse,Buffalo,8261,530,1000,12000,OK
INV00994,Ambur Warehouse,Buffalo,9574,416,1000,12000,OK
INV00995,Vaniyambadi Warehouse,Cow,2421,164,1000,12000,OK
INV00996,Ranipet Warehouse,Buffalo,2309,848,1000,12000,OK
INV00997,Chennai Port Warehouse,Goat,9716,974,1000,12000,OK
INV00998,Ranipet Warehouse,Cow,8799,582,1000,12000,OK
INV00999,Ranipet Warehouse,Sheep,9493,501,1000,12000,OK
INV01000,Chennai Port Warehouse,Buffalo,5986,707,1000,12000,OK
INV01001,Ambur Warehouse,Cow,5797,424,1000,12000,OK
INV01002,Chennai Port Warehouse,Cow,7855,44,1000,12000,OK
INV01003,Chennai Port Warehouse,Cow,8106,4,1000,12000,OK
INV01004,Chennai Port Warehouse,Goat,8036,994,1000,12000,OK
INV01005,Chennai Port Warehouse,Goat,7872,484,1000,12000,OK
INV01006,Ranipet Warehouse,Buffalo,5669,42,1000,12000,OK
INV01007,Ambur Warehouse,Goat,6640,54,1000,12000,OK
INV01008,Chennai Port Warehouse,Cow,6107,743,1000,12000,OK
INV01009,Ambur Warehouse,Goat,7313,237,1000,12000,OK
INV01010,Vaniyambadi Warehouse,Cow,5621,175,1000,12000,OK
INV01011,Ranipet Warehouse,Cow,2431,32,1000,12000,OK
INV01012,Ranipet Warehouse,Cow,2669,931,1000,12000,OK
INV01013,Ambur Warehouse,Buffalo,6029,912,1000,12000,OK
INV01014,Ambur Warehouse,Sheep,1590,30,1000,12000,OK
INV01015,Ambur Warehouse,Cow,721,858,1000,12000,Reorder
INV01016,Ranipet Warehouse,Sheep,7682,668,1000,12000,OK
INV01017,Vaniyambadi Warehouse,Cow,5220,855,1000,12000,OK
INV01018,Chennai Port Warehouse,Cow,3556,97,1000,12000,OK
INV01019,Ambur Warehouse,Sheep,5480,82,1000,12000,OK
INV01020,Ambur Warehouse,Goat,503,772,1000,12000,Reorder
INV01021,Chennai Port Warehouse,Sheep,6955,125,1000,12000,OK
INV01022,Chennai Port Warehouse,Buffalo,3859,152,1000,12000,OK
INV01023,Ambur Warehouse,Sheep,8661,947,1000,12000,OK
INV01024,Chennai Port Warehouse,Buffalo,6745,563,1000,12000,OK
INV01025,Ambur Warehouse,Goat,4435,618,1000,12000,OK
INV01026,Ambur Warehouse,Cow,714,897,1000,12000,Reorder
INV01027,Ranipet Warehouse,Cow,1677,85,1000,12000,OK
INV01028,Chennai Port Warehouse,Cow,7611,853,1000,12000,OK
INV01029,Ranipet Warehouse,Goat,2406,979,1000,12000,OK
INV01030,Chennai Port Warehouse,Goat,992,681,1000,12000,Reorder
INV01031,Vaniyambadi Warehouse,Sheep,3236,817,1000,12000,OK
INV01032,Chennai Port Warehouse,Buffalo,7290,78,1000,12000,OK
INV01033,Vaniyambadi Warehouse,Buffalo,4251,943,1000,12000,OK
INV01034,Ambur Warehouse,Goat,3219,128,1000,12000,OK
INV01035,Ambur Warehouse,Cow,7331,644,1000,12000,OK
INV01036,Ranipet Warehouse,Buffalo,9346,942,1000,12000,OK
INV01037,Ambur Warehouse,Goat,9497,639,1000,12000,OK
INV01038,Ambur Warehouse,Buffalo,4667,493,1000,12000,OK
INV01039,Vaniyambadi Warehouse,Goat,5874,601,1000,12000,OK
INV01040,Chennai Port Warehouse,Sheep,4258,738,1000,12000,OK
INV01041,Vaniyambadi Warehouse,Goat,8684,11,1000,12000,OK
INV01042,Chennai Port Warehouse,Goat,8410,869,1000,12000,OK
INV01043,Ambur Warehouse,Cow,1696,207,1000,12000,OK
INV01044,Chennai Port Warehouse,Sheep,7185,873,1000,12000,OK
INV01045,Vaniyambadi Warehouse,Sheep,1780,603,1000,12000,OK
INV01046,Ambur Warehouse,Goat,1159,172,1000,12000,OK
INV01047,Ranipet Warehouse,Buffalo,4055,827,1000,12000,OK
INV01048,Vaniyambadi Warehouse,Sheep,8906,987,1000,12000,OK
INV01049,Vaniyambadi Warehouse,Goat,5234,783,1000,12000,OK
INV01050,Chennai Port Warehouse,Goat,8200,808,1000,12000,OK
INV01051,Ranipet Warehouse,Buffalo,6675,425,1000,12000,OK
INV01052,Ambur Warehouse,Goat,5177,637,1000,12000,OK
INV01053,Ambur Warehouse,Cow,8405,873,1000,12000,OK
INV01054,Ranipet Warehouse,Sheep,7195,623,1000,12000,OK
INV01055,Chennai Port Warehouse,Cow,6331,202,1000,12000,OK
INV01056,Vaniyambadi Warehouse,Cow,779,422,1000,12000,Reorder
INV01057,Ranipet Warehouse,Goat,4264,610,1000,12000,OK
INV01058,Ambur Warehouse,Buffalo,9486,519,1000,12000,OK
INV01059,Chennai Port Warehouse,Sheep,3459,876,1000,12000,OK
INV01060,Ambur Warehouse,Cow,8434,566,1000,12000,OK
INV01061,Ambur Warehouse,Cow,8886,898,1000,12000,OK
INV01062,Ambur Warehouse,Buffalo,8024,171,1000,12000,OK
INV01063,Ranipet Warehouse,Goat,2839,887,1000,12000,OK
INV01064,Ranipet Warehouse,Goat,9711,938,1000,12000,OK
INV01065,Ranipet Warehouse,Cow,6841,256,1000,12000,OK
INV01066,Ambur Warehouse,Cow,3025,974,1000,12000,OK
INV01067,Ambur Warehouse,Sheep,3815,344,1000,12000,OK
INV01068,Ambur Warehouse,Sheep,4839,503,1000,12000,OK
INV01069,Chennai Port Warehouse,Goat,8917,709,1000,12000,OK
INV01070,Ranipet Warehouse,Goat,4277,271,1000,12000,OK
INV01071,Ranipet Warehouse,Goat,2790,117,1000,12000,OK
INV01072,Chennai Port Warehouse,Sheep,3647,213,1000,12000,OK
INV01073,Chennai Port Warehouse,Goat,9037,160,1000,12000,OK
INV01074,Chennai Port Warehouse,Goat,6566,415,1000,12000,OK
INV01075,Ambur Warehouse,Goat,518,548,1000,12000,Reorder
INV01076,Chennai Port Warehouse,Buffalo,4006,76,1000,12000,OK
INV01077,Chennai Port Warehouse,Cow,5153,945,1000,12000,OK
INV01078,Ambur Warehouse,Cow,9767,191,1000,12000,OK
INV01079,Ambur Warehouse,Sheep,9345,783,1000,12000,OK
INV01080,Ranipet Warehouse,Sheep,7429,840,1000,12000,OK
INV01081,Chennai Port Warehouse,Buffalo,7583,661,1000,12000,OK
INV01082,Ranipet Warehouse,Buffalo,4358,865,1000,12000,OK
INV01083,Ranipet Warehouse,Buffalo,7616,6,1000,12000,OK
INV01084,Vaniyambadi Warehouse,Sheep,3900,501,1000,12000,OK
INV01085,Chennai Port Warehouse,Cow,4015,386,1000,12000,OK
INV01086,Vaniyambadi Warehouse,Goat,2772,876,1000,12000,OK
INV01087,Ambur Warehouse,Goat,2671,40,1000,12000,OK
INV01088,Chennai Port Warehouse,Goat,9935,718,1000,12000,OK
INV01089,Chennai Port Warehouse,Sheep,2229,871,1000,12000,OK
INV01090,Ambur Warehouse,Buffalo,1291,866,1000,12000,OK
INV01091,Vaniyambadi Warehouse,Buffalo,9902,845,1000,12000,OK
INV01092,Vaniyambadi Warehouse,Buffalo,3191,484,1000,12000,OK
INV01093,Ambur Warehouse,Goat,5137,712,1000,12000,OK
INV01094,Chennai Port Warehouse,Cow,2568,544,1000,12000,OK
INV01095,Ranipet Warehouse,Buffalo,7029,197,1000,12000,OK
INV01096,Chennai Port Warehouse,Sheep,7218,528,1000,12000,OK
INV01097,Vaniyambadi Warehouse,Sheep,6429,99,1000,12000,OK
INV01098,Vaniyambadi Warehouse,Sheep,2527,508,1000,12000,OK
INV01099,Chennai Port Warehouse,Buffalo,9344,965,1000,12000,OK
INV01100,Vaniyambadi Warehouse,Buffalo,5830,703,1000,12000,OK
INV01101,Chennai Port Warehouse,Sheep,4495,14,1000,12000,OK
INV01102,Ambur Warehouse,Buffalo,3207,608,1000,12000,OK
INV01103,Vaniyambadi Warehouse,Sheep,7432,334,1000,12000,OK
INV01104,Chennai Port Warehouse,Sheep,9363,365,1000,12000,OK
INV01105,Chennai Port Warehouse,Cow,6616,101,1000,12000,OK
INV01106,Ambur Warehouse,Buffalo,8098,403,1000,12000,OK
INV01107,Ranipet Warehouse,Cow,7886,943,1000,12000,OK
INV01108,Ambur Warehouse,Goat,1379,947,1000,12000,OK
INV01109,Chennai Port Warehouse,Buffalo,8625,164,1000,12000,OK
INV01110,Ranipet Warehouse,Goat,2722,258,1000,12000,OK
INV01111,Ambur Warehouse,Buffalo,7445,318,1000,12000,OK
INV01112,Ambur Warehouse,Buffalo,2928,792,1000,12000,OK
INV01113,Ambur Warehouse,Cow,8746,949,1000,12000,OK
INV01114,Ambur Warehouse,Goat,4960,175,1000,12000,OK
INV01115,Ranipet Warehouse,Sheep,7043,927,1000,12000,OK
INV01116,Ranipet Warehouse,Goat,8570,435,1000,12000,OK
INV01117,Ranipet Warehouse,Goat,7672,712,1000,12000,OK
INV01118,Ranipet Warehouse,Goat,2928,759,1000,12000,OK
INV01119,Ambur Warehouse,Goat,6227,53,1000,12000,OK
INV01120,Vaniyambadi Warehouse,Sheep,8601,87,1000,12000,OK
INV01121,Ambur Warehouse,Goat,2549,744,1000,12000,OK
INV01122,Chennai Port Warehouse,Sheep,8063,399,1000,12000,OK
INV01123,Vaniyambadi Warehouse,Cow,5530,713,1000,12000,OK
INV01124,Ranipet Warehouse,Sheep,2316,479,1000,12000,OK
INV01125,Chennai Port Warehouse,Goat,7033,812,1000,12000,OK
INV01126,Vaniyambadi Warehouse,Buffalo,1138,166,1000,12000,OK
INV01127,Ranipet Warehouse,Sheep,9602,165,1000,12000,OK
INV01128,Chennai Port Warehouse,Cow,5361,66,1000,12000,OK
INV01129,Ranipet Warehouse,Goat,2761,60,1000,12000,OK
INV01130,Ambur Warehouse,Goat,905,978,1000,12000,Reorder
INV01131,Ranipet Warehouse,Buffalo,1517,412,1000,12000,OK
INV01132,Ranipet Warehouse,Cow,7337,512,1000,12000,OK
INV01133,Vaniyambadi Warehouse,Goat,1820,808,1000,12000,OK
INV01134,Vaniyambadi Warehouse,Buffalo,4274,369,1000,12000,OK
INV01135,Vaniyambadi Warehouse,Sheep,6733,113,1000,12000,OK
INV01136,Ranipet Warehouse,Goat,829,247,1000,12000,Reorder
INV01137,Chennai Port Warehouse,Cow,890,819,1000,12000,Reorder
INV01138,Vaniyambadi Warehouse,Buffalo,9420,746,1000,12000,OK
INV01139,Ranipet Warehouse,Goat,2832,130,1000,12000,OK
INV01140,Ambur Warehouse,Sheep,2119,405,1000,12000,OK
INV01141,Ranipet Warehouse,Sheep,8523,125,1000,12000,OK
INV01142,Vaniyambadi Warehouse,Cow,9866,288,1000,12000,OK
INV01143,Ranipet Warehouse,Sheep,2314,555,1000,12000,OK
INV01144,Ranipet Warehouse,Goat,578,144,1000,12000,Reorder
INV01145,Vaniyambadi Warehouse,Cow,5005,28,1000,12000,OK
INV01146,Ambur Warehouse,Goat,1743,259,1000,12000,OK
INV01147,Ranipet Warehouse,Buffalo,5375,838,1000,12000,OK
INV01148,Ambur Warehouse,Buffalo,3331,691,1000,12000,OK
INV01149,Vaniyambadi Warehouse,Sheep,585,503,1000,12000,Reorder
INV01150,Chennai Port Warehouse,Cow,1151,3,1000,12000,OK
INV01151,Chennai Port Warehouse,Cow,7155,247,1000,12000,OK
INV01152,Vaniyambadi Warehouse,Buffalo,9696,752,1000,12000,OK
INV01153,Chennai Port Warehouse,Buffalo,7811,148,1000,12000,OK
INV01154,Ranipet Warehouse,Sheep,1567,20,1000,12000,OK
INV01155,Ambur Warehouse,Buffalo,7445,444,1000,12000,OK
INV01156,Ambur Warehouse,Goat,3403,495,1000,12000,OK
INV01157,Ambur Warehouse,Goat,9194,806,1000,12000,OK
INV01158,Ranipet Warehouse,Buffalo,3550,634,1000,12000,OK
INV01159,Vaniyambadi Warehouse,Goat,6206,499,1000,12000,OK
INV01160,Ranipet Warehouse,Goat,4008,425,1000,12000,OK
INV01161,Ranipet Warehouse,Buffalo,3259,690,1000,12000,OK
INV01162,Vaniyambadi Warehouse,Goat,3221,201,1000,12000,OK
INV01163,Chennai Port Warehouse,Buffalo,6660,546,1000,12000,OK
INV01164,Ranipet Warehouse,Buffalo,8180,855,1000,12000,OK
INV01165,Ambur Warehouse,Sheep,2454,284,1000,12000,OK
INV01166,Ranipet Warehouse,Cow,1405,792,1000,12000,OK
INV01167,Vaniyambadi Warehouse,Buffalo,8528,979,1000,12000,OK
INV01168,Ambur Warehouse,Goat,4270,296,1000,12000,OK
INV01169,Chennai Port Warehouse,Goat,6452,789,1000,12000,OK
INV01170,Ambur Warehouse,Goat,7498,597,1000,12000,OK
INV01171,Vaniyambadi Warehouse,Buffalo,801,765,1000,12000,Reorder
INV01172,Vaniyambadi Warehouse,Buffalo,2963,514,1000,12000,OK
INV01173,Ambur Warehouse,Sheep,8484,935,1000,12000,OK
INV01174,Ambur Warehouse,Buffalo,4416,772,1000,12000,OK
INV01175,Ambur Warehouse,Goat,9574,501,1000,12000,OK
INV01176,Chennai Port Warehouse,Sheep,5833,1000,1000,12000,OK
INV01177,Ranipet Warehouse,Buffalo,1059,982,1000,12000,OK
INV01178,Ambur Warehouse,Buffalo,8373,815,1000,12000,OK
INV01179,Vaniyambadi Warehouse,Sheep,5521,268,1000,12000,OK
INV01180,Chennai Port Warehouse,Goat,3633,399,1000,12000,OK
INV01181,Chennai Port Warehouse,Buffalo,826,381,1000,12000,Reorder
INV01182,Ranipet Warehouse,Goat,4807,823,1000,12000,OK
INV01183,Ambur Warehouse,Buffalo,9483,44,1000,12000,OK
INV01184,Ranipet Warehouse,Cow,9042,217,1000,12000,OK
INV01185,Ambur Warehouse,Buffalo,2950,463,1000,12000,OK
INV01186,Ambur Warehouse,Sheep,7003,53,1000,12000,OK
INV01187,Vaniyambadi Warehouse,Cow,9828,119,1000,12000,OK
INV01188,Chennai Port Warehouse,Goat,7613,935,1000,12000,OK
INV01189,Vaniyambadi Warehouse,Cow,4419,970,1000,12000,OK
INV01190,Ambur Warehouse,Buffalo,9287,948,1000,12000,OK
INV01191,Ambur Warehouse,Goat,1918,117,1000,12000,OK
INV01192,Ambur Warehouse,Goat,1215,89,1000,12000,OK
INV01193,Ambur Warehouse,Sheep,2108,970,1000,12000,OK
INV01194,Ambur Warehouse,Cow,1797,533,1000,12000,OK
INV01195,Chennai Port Warehouse,Sheep,2453,429,1000,12000,OK
INV01196,Vaniyambadi Warehouse,Cow,1323,856,1000,12000,OK
INV01197,Ambur Warehouse,Buffalo,9990,141,1000,12000,OK
INV01198,Vaniyambadi Warehouse,Goat,1743,658,1000,12000,OK
INV01199,Vaniyambadi Warehouse,Buffalo,6399,248,1000,12000,OK
INV01200,Vaniyambadi Warehouse,Sheep,5783,196,1000,12000,OK
INV01201,Ranipet Warehouse,Buffalo,1790,932,1000,12000,OK
INV01202,Vaniyambadi Warehouse,Buffalo,1675,182,1000,12000,OK
INV01203,Vaniyambadi Warehouse,Cow,2678,653,1000,12000,OK
INV01204,Ambur Warehouse,Cow,5613,553,1000,12000,OK
INV01205,Ranipet Warehouse,Sheep,971,792,1000,12000,Reorder
INV01206,Vaniyambadi Warehouse,Sheep,9427,290,1000,12000,OK
INV01207,Ambur Warehouse,Goat,3109,827,1000,12000,OK
INV01208,Ambur Warehouse,Cow,2690,472,1000,12000,OK
INV01209,Chennai Port Warehouse,Goat,5960,941,1000,12000,OK
INV01210,Chennai Port Warehouse,Goat,8447,151,1000,12000,OK
INV01211,Vaniyambadi Warehouse,Cow,5679,830,1000,12000,OK
INV01212,Ambur Warehouse,Sheep,8234,337,1000,12000,OK
INV01213,Ambur Warehouse,Cow,1176,380,1000,12000,OK
INV01214,Chennai Port Warehouse,Sheep,9090,51,1000,12000,OK
INV01215,Ambur Warehouse,Goat,6409,116,1000,12000,OK
INV01216,Vaniyambadi Warehouse,Sheep,9626,73,1000,12000,OK
INV01217,Ambur Warehouse,Cow,8660,573,1000,12000,OK
INV01218,Chennai Port Warehouse,Goat,6949,7,1000,12000,OK
INV01219,Chennai Port Warehouse,Buffalo,7064,443,1000,12000,OK
INV01220,Ambur Warehouse,Cow,9763,266,1000,12000,OK
INV01221,Ranipet Warehouse,Goat,5686,899,1000,12000,OK
INV01222,Chennai Port Warehouse,Goat,2463,240,1000,12000,OK
INV01223,Ambur Warehouse,Cow,3243,584,1000,12000,OK
INV01224,Chennai Port Warehouse,Buffalo,9278,54,1000,12000,OK
INV01225,Vaniyambadi Warehouse,Sheep,9477,973,1000,12000,OK
INV01226,Ranipet Warehouse,Goat,2913,170,1000,12000,OK
INV01227,Chennai Port Warehouse,Buffalo,4502,829,1000,12000,OK
INV01228,Ambur Warehouse,Goat,7020,158,1000,12000,OK
INV01229,Ranipet Warehouse,Goat,4231,861,1000,12000,OK
INV01230,Ambur Warehouse,Cow,4311,783,1000,12000,OK
INV01231,Ambur Warehouse,Cow,3148,144,1000,12000,OK
INV01232,Vaniyambadi Warehouse,Goat,9577,5,1000,12000,OK
INV01233,Ambur Warehouse,Sheep,8707,503,1000,12000,OK
INV01234,Vaniyambadi Warehouse,Buffalo,3511,53,1000,12000,OK
INV01235,Vaniyambadi Warehouse,Buffalo,2883,846,1000,12000,OK
INV01236,Vaniyambadi Warehouse,Buffalo,8313,291,1000,12000,OK
INV01237,Ranipet Warehouse,Buffalo,5836,438,1000,12000,OK
INV01238,Ambur Warehouse,Cow,2981,120,1000,12000,OK
INV01239,Vaniyambadi Warehouse,Sheep,6149,510,1000,12000,OK
INV01240,Vaniyambadi Warehouse,Buffalo,8691,227,1000,12000,OK
INV01241,Chennai Port Warehouse,Goat,8151,385,1000,12000,OK
INV01242,Vaniyambadi Warehouse,Buffalo,2401,187,1000,12000,OK
INV01243,Ambur Warehouse,Buffalo,1420,644,1000,12000,OK
INV01244,Ambur Warehouse,Goat,907,442,1000,12000,Reorder
INV01245,Ranipet Warehouse,Cow,9368,582,1000,12000,OK
INV01246,Chennai Port Warehouse,Cow,1886,479,1000,12000,OK
INV01247,Chennai Port Warehouse,Goat,3754,524,1000,12000,OK
INV01248,Chennai Port Warehouse,Sheep,1060,146,1000,12000,OK
INV01249,Ranipet Warehouse,Buffalo,996,646,1000,12000,Reorder
INV01250,Ambur Warehouse,Buffalo,4758,60,1000,12000,OK
INV01251,Ranipet Warehouse,Buffalo,7983,512,1000,12000,OK
INV01252,Chennai Port Warehouse,Buffalo,8806,70,1000,12000,OK
INV01253,Chennai Port Warehouse,Sheep,7196,829,1000,12000,OK
INV01254,Ranipet Warehouse,Cow,7519,996,1000,12000,OK
INV01255,Vaniyambadi Warehouse,Cow,1022,413,1000,12000,OK
INV01256,Chennai Port Warehouse,Cow,9652,495,1000,12000,OK
INV01257,Chennai Port Warehouse,Buffalo,1062,666,1000,12000,OK
INV01258,Chennai Port Warehouse,Buffalo,2432,338,1000,12000,OK
INV01259,Ambur Warehouse,Sheep,3011,514,1000,12000,OK
INV01260,Chennai Port Warehouse,Sheep,5148,736,1000,12000,OK
INV01261,Chennai Port Warehouse,Buffalo,9157,924,1000,12000,OK
INV01262,Ambur Warehouse,Cow,5513,539,1000,12000,OK
INV01263,Vaniyambadi Warehouse,Buffalo,9526,712,1000,12000,OK
INV01264,Ranipet Warehouse,Sheep,1579,809,1000,12000,OK
INV01265,Ranipet Warehouse,Buffalo,6033,193,1000,12000,OK
INV01266,Vaniyambadi Warehouse,Goat,3985,713,1000,12000,OK
INV01267,Chennai Port Warehouse,Sheep,3706,728,1000,12000,OK
INV01268,Ambur Warehouse,Cow,885,301,1000,12000,Reorder
INV01269,Chennai Port Warehouse,Cow,743,128,1000,12000,Reorder
INV01270,Ambur Warehouse,Cow,8476,520,1000,12000,OK
INV01271,Ambur Warehouse,Buffalo,3573,867,1000,12000,OK
INV01272,Vaniyambadi Warehouse,Goat,6782,547,1000,12000,OK
INV01273,Vaniyambadi Warehouse,Cow,3471,778,1000,12000,OK
INV01274,Ambur Warehouse,Cow,5479,523,1000,12000,OK
INV01275,Ranipet Warehouse,Sheep,7523,991,1000,12000,OK
INV01276,Ambur Warehouse,Goat,8598,888,1000,12000,OK
INV01277,Ranipet Warehouse,Buffalo,9752,964,1000,12000,OK
INV01278,Chennai Port Warehouse,Cow,526,324,1000,12000,Reorder
INV01279,Ambur Warehouse,Cow,3979,189,1000,12000,OK
INV01280,Chennai Port Warehouse,Goat,5233,312,1000,12000,OK
INV01281,Vaniyambadi Warehouse,Buffalo,4178,922,1000,12000,OK
INV01282,Ranipet Warehouse,Sheep,508,118,1000,12000,Reorder
INV01283,Ranipet Warehouse,Cow,5073,538,1000,12000,OK
INV01284,Ambur Warehouse,Goat,5785,944,1000,12000,OK
INV01285,Vaniyambadi Warehouse,Cow,4922,773,1000,12000,OK
INV01286,Ambur Warehouse,Goat,9720,508,1000,12000,OK
