Transaction_ID,Order_ID,Revenue,Raw_Material_Cost,Labor_Cost,Power_Cost,Transport_Cost,Profit,Profit_Margin,Payment_Status
TXN00825,ORD00825,2888192,1370012.35,396075.09,83836.01,155668.44,882600.11,30.56,Pending
TXN00826,ORD00826,712830,296260.64,61189.93,21735.92,22657.34,310986.16,43.63,Pending
TXN00827,ORD00827,1848501,772450.44,255729.62,77966.24,126276.36,616078.34,33.33,Paid
TXN00828,ORD00828,208884,78296.73,21730.08,4592.74,13495.27,90769.19,43.45,Pending
TXN00829,ORD00829,2175934,1065450.74,237862.77,69372.21,125449.97,677798.3,31.15,Pending
TXN00830,ORD00830,1352632,621114.93,128118.32,52133.1,55226.21,496039.46,36.67,Pending
TXN00831,ORD00831,1890844,823430.56,274315.32,101994.96,72944.77,618158.4,32.69,Paid
TXN00832,ORD00832,1677586,645231.42,219273.24,57643.84,131339.53,624097.97,37.2,Paid
TXN00833,ORD00833,2142478,771442.99,177643.01,124397.27,122616.46,946378.27,44.17,Paid
TXN00834,ORD00834,1359590,491507.6,108862.08,71202.8,79490.41,608527.11,44.76,Paid
TXN00835,ORD00835,511090,203063.39,44983.32,16472.74,17839.97,228730.57,44.75,Pending
TXN00836,ORD00836,1656916,730741.49,246761.57,73914.16,87724.14,517774.64,31.25,Paid
TXN00837,ORD00837,2593500,1257045.21,213176.52,141112.75,182665.5,799500.02,30.83,Pending
TXN00838,ORD00838,1255366,606290.9,178303.83,56477.46,84849.52,329444.29,26.24,Pending
TXN00839,ORD00839,2062074,743755.74,174942.99,91078.44,127338.36,924958.47,44.86,Paid
TXN00840,ORD00840,2125701,872287.63,306268.03,109981.59,114552.67,722611.09,33.99,Pending
TXN00841,ORD00841,981058,420900.31,78830.96,40283.58,71769.65,369273.5,37.64,Paid
TXN00842,ORD00842,534273,223106.95,74381.02,22627.71,23659.38,190497.94,35.66,Paid
TXN00843,ORD00843,2610866,980672.35,363575.22,126299.03,117955.88,1022363.51,39.16,Pending
TXN00844,ORD00844,424473,180669.38,48920.13,23546.44,14250.04,157087.01,37.01,Paid
TXN00845,ORD00845,1367202,503441.96,174246.56,44623.3,95704.95,549185.22,40.17,Pending
TXN00846,ORD00846,701300,282909.15,101814.32,16746.83,26719.06,273110.65,38.94,Pending
TXN00847,ORD00847,311879,139772.33,33029.1,17751.62,14964.31,106361.63,34.1,Pending
TXN00848,ORD00848,283109,131117.99,24432.59,13078.35,12901.0,101579.07,35.88,Paid
TXN00849,ORD00849,121604,47547.0,14169.72,4044.44,7917.01,47925.84,39.41,Paid
TXN00850,ORD00850,2535306,1260464.31,313070.01,119171.37,190455.42,652144.9,25.72,Pending
TXN00851,ORD00851,1406228,639460.62,151138.28,44033.62,95957.16,475638.32,33.82,Pending
TXN00852,ORD00852,2233077,1108278.7,180367.61,104274.06,84651.64,755504.99,33.83,Paid
TXN00853,ORD00853,1119984,423709.27,152710.15,53875.95,40735.59,448953.04,40.09,Paid
TXN00854,ORD00854,848796,331859.68,123515.77,17581.9,62543.12,313295.53,36.91,Paid
TXN00855,ORD00855,1413610,524694.27,124159.38,30533.25,48879.78,685343.32,48.48,Paid
TXN00856,ORD00856,2564746,952047.08,263038.14,84685.19,120233.55,1144742.04,44.63,Pending
TXN00857,ORD00857,2717213,1246292.83,280681.16,94379.06,128812.43,967047.52,35.59,Pending
TXN00858,ORD00858,1149522,487288.89,112064.27,48250.58,55547.97,446370.28,38.83,Pending
TXN00859,ORD00859,2057150,786733.15,236064.28,59541.53,133859.18,840951.86,40.88,Paid
TXN00860,ORD00860,1514477,692601.67,167117.82,63888.72,89685.75,501183.04,33.09,Paid
TXN00861,ORD00861,895877,445295.4,132833.93,27119.24,52100.76,238527.68,26.63,Pending
TXN00862,ORD00862,975281,380754.01,95296.31,27246.5,61399.27,410584.9,42.1,Paid
TXN00863,ORD00863,1278539,514464.66,123793.03,64103.25,70572.06,505606.0,39.55,Pending
TXN00864,ORD00864,1390185,644855.47,160299.92,45807.31,95153.77,444068.52,31.94,Paid
TXN00865,ORD00865,2948897,1089454.38,412980.59,163760.61,106808.48,1175892.94,39.88,Paid
TXN00866,ORD00866,2475020,1036726.04,254811.32,133374.12,187362.11,862746.4,34.86,Paid
TXN00867,ORD00867,2950838,1313764.1,436080.57,126706.45,164286.16,910000.72,30.84,Pending
TXN00868,ORD00868,2957621,1118030.68,327649.87,162461.99,187856.05,1161622.4,39.28,Paid
TXN00869,ORD00869,2273948,904822.33,218547.33,62203.62,80068.62,1008306.1,44.34,Pending
TXN00870,ORD00870,976519,400833.29,83975.84,52595.12,53054.4,386060.35,39.53,Pending
TXN00871,ORD00871,432046,171020.21,50357.72,21612.4,33925.51,155130.16,35.91,Paid
TXN00872,ORD00872,2024272,868210.64,231888.17,54720.79,75780.18,793672.22,39.21,Pending
TXN00873,ORD00873,1341688,622628.92,172555.11,59012.96,87519.54,399971.47,29.81,Pending
TXN00874,ORD00874,1071576,534700.68,128832.24,45966.82,62738.14,299338.12,27.93,Paid
TXN00875,ORD00875,1591378,560330.38,139059.76,50591.87,69370.58,772025.41,48.51,Paid
TXN00876,ORD00876,1321887,490233.48,142512.66,63685.77,75866.62,549588.48,41.58,Paid
TXN00877,ORD00877,1511936,613972.88,225220.46,58728.51,109355.49,504658.67,33.38,Paid
TXN00878,ORD00878,675482,240118.01,88084.78,29456.6,37340.38,280482.23,41.52,Pending
TXN00879,ORD00879,241566,85197.09,31674.03,7758.47,15015.63,101920.78,42.19,Pending
TXN00880,ORD00880,1628531,581237.6,212917.17,59310.81,100627.49,674437.94,41.41,Paid
TXN00881,ORD00881,1359356,565665.21,180867.32,57973.59,66951.52,487898.37,35.89,Pending
TXN00882,ORD00882,2736446,1039128.16,341980.04,81072.33,98768.03,1175497.44,42.96,Pending
TXN00883,ORD00883,2991429,1332643.96,332663.55,128514.34,223998.12,973609.03,32.55,Pending
TXN00884,ORD00884,1347018,494376.86,121893.57,70292.53,52867.45,607587.58,45.11,Pending
TXN00885,ORD00885,2628001,960002.97,280211.14,134273.45,97360.94,1156152.5,43.99,Pending
TXN00886,ORD00886,1058208,492429.61,92206.83,57330.99,75536.81,340703.76,32.2,Pending
TXN00887,ORD00887,802215,391229.4,91924.06,29661.02,29832.48,259568.05,32.36,Pending
TXN00888,ORD00888,1211100,434665.39,137560.34,67884.03,67623.22,503367.02,41.56,Pending
TXN00889,ORD00889,2477091,1034303.6,243604.05,113989.75,190149.86,895043.74,36.13,Paid
TXN00890,ORD00890,648291,289904.32,89341.15,28132.36,21278.56,219634.61,33.88,Pending
TXN00891,ORD00891,2265298,1109465.05,207009.79,122455.85,135165.89,691201.42,30.51,Pending
TXN00892,ORD00892,935905,372221.7,105788.18,53324.82,45527.39,359042.9,38.36,Pending
TXN00893,ORD00893,503303,228712.7,50277.04,26407.25,34183.16,163722.84,32.53,Paid
TXN00894,ORD00894,1125972,508386.3,106222.53,22976.69,35767.71,452618.77,40.2,Pending
TXN00895,ORD00895,1935385,717940.59,164404.88,86862.52,75404.27,890772.74,46.03,Pending
TXN00896,ORD00896,2852216,1071406.16,315807.73,142788.58,90515.59,1231697.94,43.18,Pending
TXN00897,ORD00897,453399,159741.82,61102.5,20307.83,30998.94,181247.9,39.98,Paid
TXN00898,ORD00898,179305,63883.78,21900.4,4419.83,10295.25,78805.74,43.95,Pending
TXN00899,ORD00899,2862819,1034018.15,415033.76,123415.01,102189.79,1188162.29,41.5,Pending
TXN00900,ORD00900,2767051,1271006.27,246806.64,142204.2,93483.01,1013550.88,36.63,Pending
TXN00901,ORD00901,637440,250906.65,61562.82,20269.59,38776.18,265924.76,41.72,Pending
TXN00902,ORD00902,2137493,1018744.93,303925.56,59186.94,146668.97,608966.61,28.49,Pending
TXN00903,ORD00903,1570240,577058.75,131832.51,90101.66,72165.32,699081.76,44.52,Paid
TXN00904,ORD00904,345070,129096.85,31319.82,15850.84,24529.62,144272.87,41.81,Paid
TXN00905,ORD00905,1444759,592946.96,116681.0,71602.37,80706.09,582822.58,40.34,Paid
TXN00906,ORD00906,2478419,894919.14,268787.44,135063.81,106532.34,1073116.27,43.3,Paid
TXN00907,ORD00907,2589483,976707.27,376570.42,125297.65,84513.78,1026393.88,39.64,Paid
TXN00908,ORD00908,2828054,1398393.09,235828.71,141180.77,209941.97,842709.46,29.8,Pending
TXN00909,ORD00909,1297428,581655.56,154618.7,76199.97,102840.68,382113.1,29.45,Pending
TXN00910,ORD00910,514444,198064.88,66831.29,19901.02,33973.16,195673.65,38.04,Pending
TXN00911,ORD00911,1405003,638058.48,205350.25,80117.34,77712.63,403764.3,28.74,Pending
TXN00912,ORD00912,408556,147044.32,41959.93,9765.71,25557.07,184228.97,45.09,Paid
TXN00913,ORD00913,1378470,626984.3,111371.78,33133.37,45109.99,561870.56,40.76,Pending
TXN00914,ORD00914,1230851,568876.06,153394.75,25135.67,90565.91,392878.6,31.92,Pending
TXN00915,ORD00915,1307473,516322.25,146429.87,45693.8,81491.92,517535.16,39.58,Pending
TXN00916,ORD00916,2314780,1089851.19,240857.74,83899.02,161672.05,738500.0,31.9,Paid
TXN00917,ORD00917,1999145,994196.74,289325.09,69283.88,152624.45,493714.84,24.7,Paid
TXN00918,ORD00918,1845097,872361.92,161502.26,92595.04,73005.77,645632.01,34.99,Paid
TXN00919,ORD00919,537325,218241.64,79389.54,20095.62,27062.01,192536.19,35.83,Paid
TXN00920,ORD00920,1650510,741397.29,222604.85,73039.53,72983.28,540485.05,32.75,Pending
TXN00921,ORD00921,2900387,1369657.6,264045.53,62509.58,165043.7,1039130.59,35.83,Paid
TXN00922,ORD00922,2838858,1399928.9,381422.06,109650.19,175358.61,772498.23,27.21,Pending
TXN00923,ORD00923,1948053,866461.63,177760.89,51938.6,63262.94,788628.95,40.48,Pending
TXN00924,ORD00924,2595815,943944.85,299617.32,58855.26,133436.53,1159961.04,44.69,Pending
TXN00925,ORD00925,2201305,835702.3,291372.78,51303.8,143821.85,879104.26,39.94,Paid
TXN00926,ORD00926,1871870,666156.27,190864.88,54524.66,70255.62,890068.57,47.55,Paid
TXN00927,ORD00927,535005,262268.95,63155.35,12973.65,32033.66,164573.39,30.76,Pending
TXN00928,ORD00928,2820803,1184555.05,328848.24,130962.34,138813.19,1037624.18,36.78,Pending
TXN00929,ORD00929,1520120,553187.18,184757.97,40778.05,75449.64,665947.17,43.81,Paid
TXN00930,ORD00930,160129,68067.66,21162.57,5158.02,12200.09,53540.66,33.44,Paid
TXN00931,ORD00931,1878820,874348.79,205909.69,62856.37,81553.87,654151.27,34.82,Pending
TXN00932,ORD00932,2199799,923931.89,229980.95,56779.39,78784.37,910322.4,41.38,Paid
TXN00933,ORD00933,767184,379408.8,104119.62,40719.03,27732.25,215204.3,28.05,Paid
TXN00934,ORD00934,327213,138132.67,43828.28,11224.36,25744.42,108283.27,33.09,Paid
TXN00935,ORD00935,1048818,521982.95,105062.79,25002.02,58287.46,338482.78,32.27,Paid
TXN00936,ORD00936,1704437,729951.48,147809.32,65018.37,105920.61,655737.22,38.47,Paid
TXN00937,ORD00937,170160,80038.37,25467.09,8026.09,6101.64,50526.8,29.69,Paid
TXN00938,ORD00938,1271491,601242.91,172945.39,29264.85,50753.76,417284.1,32.82,Pending
TXN00939,ORD00939,2462045,1050293.14,330346.36,104331.45,112391.34,864682.71,35.12,Pending
TXN00940,ORD00940,2410784,957187.23,204423.89,128715.27,123030.22,997427.39,41.37,Paid
TXN00941,ORD00941,1552314,727035.16,200966.1,42897.85,119418.68,461996.21,29.76,Paid
TXN00942,ORD00942,2463138,960552.18,305455.79,130804.75,196838.2,869487.08,35.3,Pending
TXN00943,ORD00943,248655,105630.86,19966.84,9751.67,13103.29,100202.35,40.3,Pending
TXN00944,ORD00944,439423,163973.85,58900.52,14495.54,19931.44,182121.66,41.45,Pending
TXN00945,ORD00945,102547,48946.88,12567.45,5984.35,3667.75,31380.58,30.6,Paid
TXN00946,ORD00946,1552241,704900.96,229479.56,70734.37,91291.65,455834.45,29.37,Pending
TXN00947,ORD00947,2924695,1058834.17,286285.15,152240.04,229593.78,1197741.86,40.95,Paid
TXN00948,ORD00948,2291387,1044345.63,310785.13,120574.53,140319.55,675362.16,29.47,Paid
TXN00949,ORD00949,955348,424470.8,103314.11,46345.46,34023.55,347194.08,36.34,Pending
TXN00950,ORD00950,2573245,1086170.62,273351.66,120086.58,203160.63,890475.5,34.61,Paid
TXN00951,ORD00951,2279608,860076.55,267585.09,106692.49,110287.84,934966.04,41.01,Pending
TXN00952,ORD00952,1532006,696308.72,170143.59,65235.36,67178.95,533139.39,34.8,Paid
TXN00953,ORD00953,1133024,557337.26,104166.67,38934.54,82583.46,350002.07,30.89,Paid
TXN00954,ORD00954,2259764,1080019.77,185207.01,94223.75,170039.44,730274.04,32.32,Pending
TXN00955,ORD00955,335414,146745.96,36102.06,16984.7,20556.54,115024.75,34.29,Pending
TXN00956,ORD00956,2042403,753862.4,266137.73,66796.35,82866.39,872740.13,42.73,Pending
TXN00957,ORD00957,442412,197601.9,43005.64,23276.24,32695.69,145832.53,32.96,Pending
TXN00958,ORD00958,1089664,526154.49,162058.95,61155.06,75828.52,264466.97,24.27,Paid
TXN00959,ORD00959,2955267,1162862.43,373743.1,152055.36,161892.13,1104713.98,37.38,Pending
TXN00960,ORD00960,1630843,655630.62,181676.77,50863.59,119444.14,623227.87,38.22,Pending
TXN00961,ORD00961,641976,254584.25,84984.93,24689.78,38858.31,238858.72,37.21,Paid
TXN00962,ORD00962,1325104,520831.18,109235.47,69394.4,66636.05,559006.9,42.19,Paid
TXN00963,ORD00963,609315,299851.0,53751.84,33883.03,48181.66,173647.47,28.5,Pending
TXN00964,ORD00964,865509,303423.28,127913.0,43493.9,59462.03,331216.79,38.27,Paid
TXN00965,ORD00965,1362089,527162.47,186086.04,51232.63,72689.85,524918.01,38.54,Pending
TXN00966,ORD00966,2348054,1010114.2,286201.52,91562.6,109948.09,850227.6,36.21,Pending
TXN00967,ORD00967,2292809,1060669.6,340570.87,70326.7,152892.99,668348.83,29.15,Pending
TXN00968,ORD00968,2853326,1165042.89,253912.48,58545.55,128257.35,1247567.73,43.72,Pending
TXN00969,ORD00969,742299,355860.58,94209.04,22231.13,42943.29,227054.96,30.59,Pending
TXN00970,ORD00970,1006682,381343.78,82888.2,54473.34,41896.5,446080.18,44.31,Pending
TXN00971,ORD00971,2881054,1359506.58,297884.58,136779.93,211832.59,875050.32,30.37,Paid
TXN00972,ORD00972,1115814,541818.93,136776.41,44425.1,78230.46,314563.11,28.19,Pending
TXN00973,ORD00973,479022,199467.35,51057.35,13188.41,37954.62,177354.26,37.02,Paid
TXN00974,ORD00974,2655926,1155671.8,249669.29,101301.85,103296.02,1045987.04,39.38,Paid
TXN00975,ORD00975,1597099,579629.57,136465.37,86727.29,56731.44,737545.32,46.18,Pending
TXN00976,ORD00976,2195305,874366.64,221352.19,114865.38,126497.54,858223.24,39.09,Pending
TXN00977,ORD00977,1973044,788292.55,196640.72,47940.35,118039.88,822130.5,41.67,Pending
TXN00978,ORD00978,2968387,1222481.84,387320.15,97224.79,95277.89,1166082.33,39.28,Pending
TXN00979,ORD00979,2833479,1235129.79,402481.6,59136.34,90417.71,1046313.56,36.93,Pending
TXN00980,ORD00980,1007712,398813.99,143940.28,28280.84,51094.05,385582.84,38.26,Paid
TXN00981,ORD00981,824921,293050.11,119382.74,39693.6,27810.1,344984.45,41.82,Paid
TXN00982,ORD00982,1361340,531634.85,188508.76,79419.16,100114.05,461663.19,33.91,Pending
TXN00983,ORD00983,1265473,594507.44,159645.99,44626.26,53210.44,413482.88,32.67,Pending
TXN00984,ORD00984,1330580,664046.56,170312.67,53605.95,45627.31,396987.52,29.84,Pending
TXN00985,ORD00985,261686,97596.81,31221.53,9808.53,13958.85,109100.28,41.69,Pending
TXN00986,ORD00986,310549,148298.12,26529.07,10623.01,11836.58,113262.22,36.47,Pending
TXN00987,ORD00987,1707118,705224.6,252998.97,42745.79,122214.43,583934.21,34.21,Pending
TXN00988,ORD00988,1194678,420881.6,137689.45,32124.95,88201.44,515780.57,43.17,Paid
TXN00989,ORD00989,1956175,915156.77,225205.62,78756.3,101879.89,635176.42,32.47,Pending
TXN00990,ORD00990,124345,52431.41,15863.31,4399.51,3998.0,47652.77,38.32,Paid
TXN00991,ORD00991,2028538,940647.51,253158.05,54062.53,99414.14,681255.76,33.58,Paid
TXN00992,ORD00992,2653391,1251230.62,307521.84,156493.68,185472.86,752672.01,28.37,Paid
TXN00993,ORD00993,903604,409946.05,83477.71,45439.59,37566.41,327174.24,36.21,Paid
TXN00994,ORD00994,1792802,863210.04,258085.82,49551.43,116368.61,505586.09,28.2,Paid
TXN00995,ORD00995,1059378,413332.52,90943.95,33064.97,60770.99,461265.58,43.54,Pending
TXN00996,ORD00996,412221,160372.3,46782.63,17178.52,25663.8,162223.76,39.35,Paid
TXN00997,ORD00997,914779,443912.47,118545.15,32160.39,70687.94,249473.04,27.27,Paid
TXN00998,ORD00998,1682412,603180.42,175333.69,41852.21,105226.18,756819.5,44.98,Pending
TXN00999,ORD00999,1857047,699096.96,259639.83,74272.44,55835.2,768202.56,41.37,Pending
TXN01000,ORD01000,2948908,1181909.85,278015.61,165500.69,180932.2,1142549.64,38.74,Paid
TXN01001,ORD01001,2664473,1082902.09,287341.91,137646.48,105430.66,1051151.87,39.45,Paid
TXN01002,ORD01002,1926195,867385.41,258994.52,89528.76,129966.3,580320.02,30.13,Paid
TXN01003,ORD01003,1697127,726257.21,246047.51,93208.16,108888.68,522725.45,30.8,Paid
TXN01004,ORD01004,476682,205181.23,67117.58,14386.82,31950.36,158046.0,33.16,Paid
TXN01005,ORD01005,773300,352135.58,90967.63,18654.79,48372.53,263169.46,34.03,Pending
TXN01006,ORD01006,1642998,582349.87,176379.23,77815.32,85968.02,720485.57,43.85,Pending
TXN01007,ORD01007,2725998,1279286.78,324089.0,90860.58,205308.88,826452.75,30.32,Pending
TXN01008,ORD01008,1418667,631449.03,152818.46,59643.82,91073.13,483682.56,34.09,Pending
TXN01009,ORD01009,648357,304187.01,87464.63,20801.38,28415.21,207488.76,32.0,Paid
TXN01010,ORD01010,1287305,587675.22,149348.82,71553.88,66288.25,412438.83,32.04,Pending
TXN01011,ORD01011,2105350,906526.41,224566.05,116510.47,159718.32,698028.75,33.15,Paid
TXN01012,ORD01012,2755524,1044391.32,369436.11,165107.08,177146.78,999442.71,36.27,Paid
TXN01013,ORD01013,512354,241122.81,63551.01,19666.8,29641.38,158372.0,30.91,Pending
TXN01014,ORD01014,1703492,675091.58,222167.41,71335.3,85214.06,649683.64,38.14,Paid
TXN01015,ORD01015,863927,374224.04,78216.29,18845.87,44909.62,347731.17,40.25,Pending
TXN01016,ORD01016,1566782,762522.63,154110.34,65576.88,124123.69,460448.45,29.39,Pending
TXN01017,ORD01017,2619722,1294807.48,217622.62,60575.62,197670.84,849045.44,32.41,Paid
TXN01018,ORD01018,1169450,569461.3,99364.23,25937.11,46377.13,428310.22,36.62,Paid
TXN01019,ORD01019,2857618,1297891.14,254307.77,63217.01,216648.61,1025553.47,35.89,Paid
TXN01020,ORD01020,523930,203742.53,54477.71,24037.79,35721.16,205950.81,39.31,Pending
TXN01021,ORD01021,404657,157319.11,42363.08,9860.31,20190.55,174923.94,43.23,Paid
TXN01022,ORD01022,2749733,1014598.68,230903.82,71290.34,98285.35,1334654.8,48.54,Paid
TXN01023,ORD01023,754003,279034.61,94549.97,34267.39,23541.96,322609.06,42.79,Pending
TXN01024,ORD01024,218539,85597.68,18411.67,7755.7,12760.28,94013.67,43.02,Paid
TXN01025,ORD01025,2757401,1200208.94,322923.12,85791.74,104913.13,1043564.07,37.85,Pending
TXN01026,ORD01026,2770434,985265.08,280989.72,108131.9,195076.17,1200971.13,43.35,Pending
TXN01027,ORD01027,2399217,949951.1,232152.55,91448.55,118144.55,1007520.26,41.99,Pending
TXN01028,ORD01028,2805844,1123382.64,380854.62,103447.48,194224.29,1003934.96,35.78,Paid
TXN01029,ORD01029,2848363,1323694.86,321516.83,91494.14,224685.76,886971.4,31.14,Paid
TXN01030,ORD01030,1571295,650014.78,234041.58,47687.79,64016.87,575533.99,36.63,Paid
TXN01031,ORD01031,509095,192872.6,64594.68,30388.95,25243.07,195995.7,38.5,Paid
TXN01032,ORD01032,1787548,691001.52,166733.3,59035.53,126049.2,744728.44,41.66,Pending
TXN01033,ORD01033,1292293,515713.33,111390.72,40927.64,78968.76,545292.55,42.2,Paid
TXN01034,ORD01034,2349625,1030520.19,243039.82,63128.94,161425.7,851510.33,36.24,Paid
TXN01035,ORD01035,2501182,1148635.8,318143.1,118515.39,182586.48,733301.21,29.32,Pending
TXN01036,ORD01036,2518867,1013896.76,352278.63,56566.51,165815.68,930309.41,36.93,Paid
TXN01037,ORD01037,315421,141723.46,40952.64,17742.29,10666.08,104336.53,33.08,Paid
TXN01038,ORD01038,1282928,502310.15,170835.15,45898.74,95993.57,467890.4,36.47,Paid
TXN01039,ORD01039,2307657,1098482.01,337174.78,104758.21,87271.79,679970.21,29.47,Pending
TXN01040,ORD01040,2279726,930483.18,215936.52,99626.83,82849.07,950830.4,41.71,Paid
TXN01041,ORD01041,2792321,1002963.45,314758.24,148785.54,123838.25,1201975.51,43.05,Paid
TXN01042,ORD01042,1140928,519654.44,118057.49,64347.91,39601.34,399266.82,34.99,Pending
TXN01043,ORD01043,2638002,1157725.77,275701.3,86122.49,160644.59,957807.85,36.31,Paid
TXN01044,ORD01044,2465407,1113132.64,288034.68,60662.5,127237.87,876339.32,35.55,Paid
TXN01045,ORD01045,2200017,953076.06,309785.77,87882.23,128521.66,720751.28,32.76,Paid
TXN01046,ORD01046,2256067,1007961.93,324730.81,50484.69,88671.19,784218.38,34.76,Paid
TXN01047,ORD01047,2444636,1183857.75,278258.31,70625.54,78566.03,833328.38,34.09,Pending
TXN01048,ORD01048,1325970,599081.41,140663.21,41240.91,88310.32,456674.15,34.44,Pending
TXN01049,ORD01049,984825,438997.3,90127.33,33124.83,35692.36,386883.18,39.28,Paid
TXN01050,ORD01050,2227316,839297.59,307248.06,55836.79,161586.15,863347.42,38.76,Paid
TXN01051,ORD01051,2715004,1153034.73,372922.52,149956.72,118006.83,921083.21,33.93,Pending
TXN01052,ORD01052,1521365,633577.67,127385.03,72768.9,56062.21,631571.18,41.51,Paid
TXN01053,ORD01053,1914015,721437.03,183620.54,87274.66,151926.78,769755.99,40.22,Paid
TXN01054,ORD01054,273173,100488.47,28826.82,7090.87,13052.97,123713.86,45.29,Paid
TXN01055,ORD01055,2005477,722139.92,216323.6,46512.03,94414.3,926087.14,46.18,Paid
TXN01056,ORD01056,2954561,1351760.83,292008.08,94514.89,156946.42,1059330.78,35.85,Paid
TXN01057,ORD01057,334561,152419.74,28687.78,17043.49,17149.41,119260.58,35.65,Pending
TXN01058,ORD01058,921258,330453.28,92195.52,29487.69,71785.24,397336.27,43.13,Paid
TXN01059,ORD01059,486648,211336.8,53442.57,15234.44,29933.25,176700.95,36.31,Paid
TXN01060,ORD01060,1619164,751774.0,224382.62,44967.52,70611.14,527428.72,32.57,Pending
TXN01061,ORD01061,2662742,1144628.3,284121.87,159251.26,113857.67,960882.9,36.09,Paid
TXN01062,ORD01062,1817631,726932.19,256982.0,53233.78,126242.95,654240.08,35.99,Paid
TXN01063,ORD01063,2720564,1268923.58,250446.25,82104.23,141846.96,977242.98,35.92,Pending
TXN01064,ORD01064,379834,179550.36,42819.76,8650.14,27392.32,121421.42,31.97,Paid
TXN01065,ORD01065,615808,227764.3,83149.36,29574.99,45281.46,230037.9,37.36,Pending
TXN01066,ORD01066,1223265,444413.7,128701.76,29779.76,49992.01,570377.77,46.63,Pending
TXN01067,ORD01067,2540748,1030636.6,285332.21,119709.04,92916.81,1012153.34,39.84,Paid
TXN01068,ORD01068,1336914,500477.2,122063.72,54885.54,76115.14,583372.4,43.64,Paid
TXN01069,ORD01069,762758,308003.51,98516.42,18329.51,40039.16,297869.41,39.05,Pending
TXN01070,ORD01070,175449,86139.59,25355.46,10064.62,10301.79,43587.55,24.84,Paid
TXN01071,ORD01071,844712,362696.81,91983.37,43958.3,51922.44,294151.08,34.82,Paid
TXN01072,ORD01072,915788,397138.26,80014.58,43610.58,30587.98,364436.59,39.79,Pending
TXN01073,ORD01073,2044866,872621.63,188602.74,45889.42,99718.1,838034.12,40.98,Pending
TXN01074,ORD01074,1650254,665978.56,171169.65,77825.7,102951.06,632329.04,38.32,Paid
TXN01075,ORD01075,629800,284682.46,52474.9,37350.77,38857.15,216434.72,34.37,Pending
TXN01076,ORD01076,1545527,713024.79,134807.18,44585.78,52372.21,600737.05,38.87,Pending
TXN01077,ORD01077,2454253,1151804.77,345149.08,87786.22,174834.79,694678.13,28.31,Paid
TXN01078,ORD01078,1495222,561364.35,136558.05,78609.6,62645.21,656044.8,43.88,Pending
TXN01079,ORD01079,2514289,967538.3,340548.58,94021.05,133044.01,979137.06,38.94,Paid
TXN01080,ORD01080,2931329,1189780.8,276275.38,113242.67,116527.73,1235502.43,42.15,Pending
TXN01081,ORD01081,2022841,990576.35,259862.86,90039.81,128459.17,553902.82,27.38,Paid
TXN01082,ORD01082,2662090,965604.87,344541.81,117692.66,107240.04,1127010.62,42.34,Paid
TXN01083,ORD01083,1614983,631750.99,145504.45,36336.01,98708.61,702682.94,43.51,Paid
TXN01084,ORD01084,1296691,462811.57,193936.61,70415.72,78876.18,490650.92,37.84,Paid
TXN01085,ORD01085,2078297,839835.73,182443.67,74638.1,85950.01,895429.5,43.08,Pending
TXN01086,ORD01086,2607419,1105460.71,225037.81,81353.1,136479.12,1059088.26,40.62,Paid
TXN01087,ORD01087,2046176,858745.35,249894.68,87003.19,159851.92,690680.86,33.75,Pending
TXN01088,ORD01088,109103,39247.28,9223.38,2572.26,7807.81,50252.27,46.06,Paid
TXN01089,ORD01089,465879,176059.13,64641.91,22141.42,14918.89,188117.65,40.38,Pending
TXN01090,ORD01090,2377311,871879.05,297317.07,132355.45,117182.36,958577.07,40.32,Pending
TXN01091,ORD01091,1418453,659907.01,136208.34,31637.45,95160.14,495540.07,34.94,Pending
TXN01092,ORD01092,2517638,991464.89,201600.16,57497.72,164674.5,1102400.74,43.79,Pending
TXN01093,ORD01093,2464718,1003996.03,316276.04,57842.72,185373.23,901229.99,36.57,Paid
TXN01094,ORD01094,2281799,952311.63,213646.71,48080.74,132924.6,934835.32,40.97,Pending
TXN01095,ORD01095,1888716,913495.15,168818.36,92492.99,93340.35,620569.15,32.86,Paid
TXN01096,ORD01096,2458910,1174794.44,346764.46,52241.46,106561.94,778547.7,31.66,Pending
TXN01097,ORD01097,914376,452775.07,89459.76,42037.28,50690.19,279413.69,30.56,Paid
TXN01098,ORD01098,529313,238839.36,49452.12,28862.34,25516.85,186642.33,35.26,Pending
TXN01099,ORD01099,2748592,983066.98,395202.96,60300.48,101586.45,1208435.13,43.97,Pending
TXN01100,ORD01100,1733148,714260.56,162168.07,61068.55,90535.03,705115.79,40.68,Pending
TXN01101,ORD01101,1059641,435570.33,102476.93,44507.5,33545.75,443540.48,41.86,Pending
TXN01102,ORD01102,2223122,861674.15,313545.61,59640.69,137998.72,850262.83,38.25,Paid
TXN01103,ORD01103,2061672,887110.79,214199.26,41889.68,152219.5,766252.77,37.17,Paid
TXN01104,ORD01104,2539590,1244346.94,245274.47,69958.83,158725.19,821284.56,32.34,Paid
TXN01105,ORD01105,1275227,576990.54,174327.08,47604.31,60085.26,416219.81,32.64,Pending
TXN01106,ORD01106,1734845,682297.62,252561.52,77839.61,68671.65,653474.6,37.67,Paid
TXN01107,ORD01107,2531628,1162156.16,368809.98,130687.75,179152.08,690822.03,27.29,Paid
